Date;Close
24.03.2025;33,0142
21.03.2025;33,035
20.03.2025;33,55
19.03.2025;33,805
18.03.2025;34,025
17.03.2025;33,84
14.03.2025;33,78
13.03.2025;33,8
12.03.2025;33,23
11.03.2025;32,93
10.03.2025;32,11
07.03.2025;32,5274
06.03.2025;32,6231
05.03.2025;32,6237
04.03.2025;31,9794
03.03.2025;31,6841
28.02.2025;31,1524
27.02.2025;31,2501
26.02.2025;31,8397
25.02.2025;31,7275
24.02.2025;32,3474
21.02.2025;32,5377
20.02.2025;32,9203
19.02.2025;32,7187
18.02.2025;32,8691
17.02.2025;32,79
14.02.2025;32,1367
13.02.2025;32,3595
12.02.2025;32,2188
11.02.2025;31,8245
10.02.2025;32,041
07.02.2025;31,816
06.02.2025;32,2013
05.02.2025;32,3116
04.02.2025;32,0937
03.02.2025;31,5522
31.01.2025;31,3037
30.01.2025;31,6675
29.01.2025;30,8165
28.01.2025;30,3916
27.01.2025;30,1968
24.01.2025;30,6054
23.01.2025;30,4423
22.01.2025;30,7962
21.01.2025;30,8584
20.01.2025;30,49
17.01.2025;30,3372
16.01.2025;30,779
15.01.2025;30,6598
14.01.2025;29,8944
13.01.2025;29,6019
10.01.2025;30,4015
09.01.2025;30,1239
08.01.2025;30,1165
07.01.2025;30,01
06.01.2025;29,9475
03.01.2025;29,6189
02.01.2025;29,5711
31.12.2024;28,8738
30.12.2024;28,9443
27.12.2024;29,3695
26.12.2024;29,7959
24.12.2024;29,61
23.12.2024;29,647
20.12.2024;29,5138
19.12.2024;29,0228
18.12.2024;29,3607
17.12.2024;30,5348
16.12.2024;30,5233
13.12.2024;30,565
12.12.2024;30,9613
11.12.2024;31,9019
10.12.2024;31,9
09.12.2024;31,81
06.12.2024;30,9773
05.12.2024;31,3386
04.12.2024;31,2877
03.12.2024;31,0254
02.12.2024;30,5021
29.11.2024;30,6
28.11.2024;30,26
27.11.2024;30,0753
26.11.2024;30,42
25.11.2024;30,2931
22.11.2024;31,3114
21.11.2024;30,7846
20.11.2024;30,8614
19.11.2024;31,2136
18.11.2024;31,1621
15.11.2024;30,213
14.11.2024;30,46
13.11.2024;30,3303
12.11.2024;30,7078
11.11.2024;30,68
08.11.2024;31,29
07.11.2024;31,9973
06.11.2024;31,1647
05.11.2024;32,6599
04.11.2024;32,4569
01.11.2024;32,425
31.10.2024;32,65
30.10.2024;33,8
29.10.2024;34,4462
28.10.2024;33,695
25.10.2024;33,7
24.10.2024;33,705
23.10.2024;33,725
22.10.2024;34,83
21.10.2024;33,76
18.10.2024;33,655
17.10.2024;31,695
16.10.2024;31,67
15.10.2024;31,47
14.10.2024;31,17
11.10.2024;31,5272
10.10.2024;31,19
09.10.2024;30,51
08.10.2024;30,7
07.10.2024;31,72
04.10.2024;32,17
03.10.2024;32,05
02.10.2024;31,865
01.10.2024;31,41
30.09.2024;31,15
27.09.2024;31,62
26.09.2024;32,025
25.09.2024;31,845
24.09.2024;32,13
23.09.2024;30,67
20.09.2024;31,1125
19.09.2024;30,785
18.09.2024;30,06
17.09.2024;30,735
16.09.2024;30,76
13.09.2024;30,6575
12.09.2024;29,91
11.09.2024;28,685
10.09.2024;28,38
09.09.2024;28,35
06.09.2024;27,92
05.09.2024;28,8131
04.09.2024;28,285
03.09.2024;28,05
02.09.2024;28,5
30.08.2024;28,8447
29.08.2024;29,44
28.08.2024;29,11
27.08.2024;29,99
26.08.2024;29,9
23.08.2024;29,8175
22.08.2024;28,985
21.08.2024;29,625
20.08.2024;29,4254
19.08.2024;29,475
16.08.2024;29,0075
15.08.2024;28,39
14.08.2024;27,59
13.08.2024;27,8387
12.08.2024;28,01
09.08.2024;27,4417
08.08.2024;27,565
07.08.2024;26,6003
06.08.2024;27,04
05.08.2024;27,275
02.08.2024;28,545
01.08.2024;28,55
31.07.2024;29,04
30.07.2024;28,39
29.07.2024;27,86
26.07.2024;27,89
25.07.2024;27,9688
24.07.2024;28,99
23.07.2024;29,22
22.07.2024;29,2
19.07.2024;29,26
18.07.2024;30,7
17.07.2024;30,2935
16.07.2024;31,38
15.07.2024;31,01
12.07.2024;30,77
11.07.2024;31,435
10.07.2024;30,808
09.07.2024;30,79
08.07.2024;30,79
05.07.2024;31,2129
04.07.2024;30,4
03.07.2024;30,47
02.07.2024;29,51
01.07.2024;29,44
28.06.2024;29,1276
27.06.2024;29,06
26.06.2024;28,7573
25.06.2024;28,915
24.06.2024;29,635
21.06.2024;29,52
20.06.2024;30,71
19.06.2024;29,7572
18.06.2024;29,52
17.06.2024;29,495
14.06.2024;29,54
13.06.2024;29
12.06.2024;29,7
11.06.2024;29,26
10.06.2024;29,77
07.06.2024;29,175
06.06.2024;31,3
05.06.2024;30,01
04.06.2024;29,48
03.06.2024;30,76
31.05.2024;30,375
30.05.2024;31,18
29.05.2024;31,9555
28.05.2024;32,11
27.05.2024;31,68
24.05.2024;30,339
23.05.2024;30,105
22.05.2024;30,7643
21.05.2024;31,96
20.05.2024;31,825
17.05.2024;31,49
16.05.2024;29,605
15.05.2024;29,7
14.05.2024;28,59
13.05.2024;28,19
10.05.2024;28,1475
09.05.2024;28,335
08.05.2024;27,34
