"Date","Close"
2025-03-24,110.26
2025-03-21,108.42
2025-03-20,112.07
2025-03-19,112.97
2025-03-18,112.38
2025-03-17,114.44
2025-03-14,111.89
2025-03-13,110.36
2025-03-12,115.73
2025-03-11,117.18
2025-03-10,117.87
2025-03-07,119.91
2025-03-06,120.3
2025-03-05,124.04
2025-03-04,121.78
2025-03-03,123.54
2025-02-28,123.92
2025-02-27,122.77
2025-02-26,122.16
2025-02-25,122.61
2025-02-24,120.73
2025-02-21,120.97
2025-02-20,120.9
2025-02-19,121.63
2025-02-18,121.31
2025-02-14,120.85
2025-02-13,120.9
2025-02-12,119.77
2025-02-11,121.77
2025-02-10,119.47
2025-02-07,117.35
2025-02-06,118.54
2025-02-05,118.78
2025-02-04,118.31
2025-02-03,117.84
2025-01-31,119.25
2025-01-30,120.65
2025-01-29,119.17
2025-01-28,120.21
2025-01-27,121.25
2025-01-24,118.93
2025-01-23,118.54
2025-01-22,115.13
2025-01-21,117.27
2025-01-17,109.48
2025-01-16,110.93
2025-01-15,107.85
2025-01-14,108.12
2025-01-13,105.37
2025-01-10,103.59
2025-01-08,105.5
2025-01-07,106.58
2025-01-06,106.66
2025-01-03,105.63
2025-01-02,104.26
2024-12-31,105.7
2024-12-30,105.1
2024-12-27,105.24
2024-12-26,106.89
2024-12-24,104.7
2024-12-23,104.14
2024-12-20,103.32
2024-12-19,101.4
2024-12-18,103.91
2024-12-17,108.87
2024-12-16,108.87
2024-12-13,111.13
2024-12-12,111.65
2024-12-11,111.96
2024-12-10,113.15
2024-12-09,115.42
2024-12-06,112
2024-12-05,113.79
2024-12-04,115.05
2024-12-03,116.4
2024-12-02,115.84
2024-11-29,116.78
2024-11-27,117.8
2024-11-26,116.17
2024-11-25,118.07
2024-11-22,115.8
2024-11-21,113.97
2024-11-20,114.54
2024-11-19,115.13
2024-11-18,114.65
2024-11-15,113.42
2024-11-14,114.75
2024-11-13,116.57
2024-11-12,112.75
2024-11-11,114.1
2024-11-08,115.83
2024-11-07,114.21
2024-11-06,113.74
2024-11-05,114.43
2024-11-04,113.86
2024-11-01,113.4
2024-10-31,112.94
2024-10-30,115.87
2024-10-29,115.31
2024-10-28,117.81
2024-10-25,117.54
2024-10-24,120.39
2024-10-23,120.83
2024-10-22,118.94
2024-10-21,117.77
2024-10-18,122.5
2024-10-17,122.7
2024-10-16,126.97
2024-10-15,121.39
2024-10-14,120.46
2024-10-11,120.24
2024-10-10,118.28
2024-10-09,118.84
2024-10-08,119.34
2024-10-07,120
2024-10-04,122.42
2024-10-03,122.04
2024-10-02,124.18
2024-10-01,124.61
2024-09-30,126.28
2024-09-27,125.59
2024-09-26,125.23
2024-09-25,125.39
2024-09-24,126.68
2024-09-23,126.63
2024-09-20,125.47
2024-09-19,128.5
2024-09-18,127.02
2024-09-17,128.87
2024-09-16,129.28
2024-09-13,129.98
2024-09-12,130.29
2024-09-11,130.69
2024-09-10,132.4
2024-09-09,130.25
2024-09-06,127.23
2024-09-05,127.41
2024-09-04,128.27
2024-09-03,128.37
2024-08-30,127.82
2024-08-29,125.33
2024-08-28,126.9
2024-08-27,128.94
2024-08-26,128.9
2024-08-23,128.86
2024-08-22,125.98
2024-08-21,124.47
2024-08-20,124.15
2024-08-19,124.7
2024-08-16,122.85
2024-08-15,124.77
2024-08-14,123.42
2024-08-13,122.68
2024-08-12,119.99
2024-08-09,121.9
2024-08-08,121.99
2024-08-07,120.15
2024-08-06,121.05
2024-08-05,118.94
2024-08-02,123.98
2024-08-01,127.72
2024-07-31,126.05
2024-07-30,126.09
2024-07-29,123.95
2024-07-26,122.68
2024-07-25,120.43
2024-07-24,123.08
2024-07-23,125.68
2024-07-22,126.66
2024-07-19,123.75
2024-07-18,122.62
2024-07-17,123.21
2024-07-16,121.49
2024-07-15,121.14
2024-07-12,120.15
2024-07-11,120.41
2024-07-10,116.54
2024-07-09,114.45
2024-07-08,114.41
2024-07-05,114.46
2024-07-03,113.3
2024-07-02,113.21
2024-07-01,111.95
2024-06-28,112.31
2024-06-27,111.35
2024-06-26,110.41
2024-06-25,109.83
2024-06-24,111.63
2024-06-21,109.4
2024-06-20,109.16
2024-06-18,110.05
2024-06-17,111.28
2024-06-14,112.29
2024-06-13,112.38
2024-06-12,112.81
2024-06-11,111.58
2024-06-10,111.17
2024-06-07,110.2
2024-06-06,110.01
2024-06-05,108.74
2024-06-04,108.77
2024-06-03,107.4
2024-05-31,110.49
2024-05-30,107.57
2024-05-29,105
2024-05-28,105
2024-05-24,104.75
2024-05-23,105.64
2024-05-22,109.22
2024-05-21,110.6
2024-05-20,112.05
2024-05-17,111.5
2024-05-16,110.79
2024-05-15,109.99
2024-05-14,108.28
2024-05-13,107.68
2024-05-10,107.49
2024-05-09,108.15
2024-05-08,105.88
2024-05-07,107.76
2024-05-06,104.67
2024-05-03,105.89
2024-05-02,104.53
2024-05-01,101.88
2024-04-30,102.05
2024-04-29,105.01
2024-04-26,104.06
2024-04-25,103.35
2024-04-24,103.18
2024-04-23,104.83
2024-04-22,104.08
2024-04-19,103.49
2024-04-18,104.69
2024-04-17,106.49
2024-04-16,114.74
2024-04-15,115.79
2024-04-12,119
2024-04-11,120.25
2024-04-10,120.62
2024-04-09,126.26
2024-04-08,126.17
2024-04-05,124.74
2024-04-04,124.69
2024-04-03,126.09
2024-04-02,125.58
2024-04-01,127.92
2024-03-28,130.22
2024-03-27,128.86
2024-03-26,125.14
2024-03-25,127.13
2024-03-22,128.62
2024-03-21,129.89
2024-03-20,128.7
2024-03-19,127.85
2024-03-18,128.14
2024-03-15,129.02
2024-03-14,130.75
2024-03-13,133.33
2024-03-12,134.57
2024-03-11,134.12
2024-03-08,135.07
2024-03-07,132.74
2024-03-06,133.08
2024-03-05,132.44
2024-03-04,133.61
2024-03-01,134.6
2024-02-29,133.27
2024-02-28,133.99
2024-02-27,132.49
2024-02-26,132.56
2024-02-23,133.21
2024-02-22,133.44
2024-02-21,133.42
2024-02-20,133.35
2024-02-16,133.39
2024-02-15,133.1
2024-02-14,130.5
2024-02-13,130.88
2024-02-12,132.05
2024-02-09,132.48
2024-02-08,131.66
2024-02-07,129.09
2024-02-06,130.5
2024-02-05,126.91
2024-02-02,129.25
2024-02-01,130.44
2024-01-31,126.69
2024-01-30,126.53
2024-01-29,127.89
2024-01-26,126.87
2024-01-25,126.2
2024-01-24,125.44
2024-01-23,128.01
2024-01-22,128.74
2024-01-19,128.44
2024-01-18,126.26
2024-01-17,126.86
2024-01-16,129.97
2024-01-12,131.55
2024-01-11,131.32
2024-01-10,133.55
2024-01-09,133.07
2024-01-08,133.17
2024-01-05,130.56
2024-01-04,130.29
2024-01-03,130.52
2024-01-02,134.62
2023-12-29,133.3
2023-12-28,135.19
2023-12-27,134.18
2023-12-26,133.46
2023-12-22,132.4
2023-12-21,130.96
2023-12-20,130.47
2023-12-19,133.75
2023-12-18,132.68
2023-12-15,134.26
2023-12-14,137.12
2023-12-13,129.24
2023-12-12,122.07
2023-12-11,122
2023-12-08,119.85
2023-12-07,118.95
2023-12-06,119.05
2023-12-05,118.65
2023-12-04,120.33
2023-12-01,118.26
2023-11-30,114.93
2023-11-29,113.04
2023-11-28,112.11
2023-11-27,111.87
2023-11-24,112
2023-11-22,111.54
2023-11-21,110.61
2023-11-20,111
2023-11-17,110.07
2023-11-16,110.27
2023-11-15,110.51
2023-11-14,109.33
2023-11-13,102.48
2023-11-10,104.55
2023-11-09,103.28
2023-11-08,105.13
2023-11-07,104.23
2023-11-06,104.93
2023-11-03,106.55
2023-11-02,104.72
2023-11-01,101.6
2023-10-31,100.75
2023-10-30,98.88
2023-10-27,97.32
2023-10-26,99.63
2023-10-25,98.74
2023-10-24,101.7
2023-10-23,100.81
2023-10-20,102.43
2023-10-19,102.58
2023-10-18,104.38
2023-10-17,108.13
2023-10-16,110.92
2023-10-13,109.65
2023-10-12,109.65
2023-10-11,112.4
2023-10-10,110.33
2023-10-09,109.46
2023-10-06,108.91
2023-10-05,109.03
2023-10-04,108.42
2023-10-03,107.5
2023-10-02,109.5
2023-09-29,112.21
2023-09-28,112.13
2023-09-27,111.25
2023-09-26,111.5
2023-09-25,113.25
2023-09-22,114.07
2023-09-21,114.55
2023-09-20,120.91
2023-09-19,121.57
2023-09-18,122.73
2023-09-15,123.18
2023-09-14,124.33
2023-09-13,121.24
2023-09-12,121.98
2023-09-11,122.16
2023-09-08,122.48
2023-09-07,123.31
2023-09-06,121.38
2023-09-05,122.05
2023-09-01,124.59
2023-08-31,124.2
2023-08-30,125.7
2023-08-29,125.1
2023-08-28,124
2023-08-25,122.66
2023-08-24,121.74
2023-08-23,123.07
2023-08-22,121.02
2023-08-21,120.14
2023-08-18,121.47
2023-08-17,120.2
2023-08-16,121.85
2023-08-15,122.69
2023-08-14,123.48
2023-08-11,123.51
2023-08-10,122.16
2023-08-09,122.6
2023-08-08,123.42
2023-08-07,124.43
2023-08-04,122.24
2023-08-03,123.81
2023-08-02,123.68
2023-08-01,124.18
2023-07-31,124.75
2023-07-28,123.65
2023-07-27,124.94
2023-07-26,129.28
2023-07-25,127.1
2023-07-24,127.01
2023-07-21,125.44
2023-07-20,123.76
2023-07-19,122.78
2023-07-18,124
2023-07-17,127.98
2023-07-14,127.75
2023-07-13,126.95
2023-07-12,125.24
2023-07-11,123.22
2023-07-10,121.81
