"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"12.05.2015","85,680","87,000","87,070","84,920","3,94M","-2,70%"
"13.05.2015","84,360","85,930","86,650","83,940","3,54M","-1,54%"
"14.05.2015","86,570","83,800","86,710","83,080","3,07M","2,62%"
"15.05.2015","85,030","87,060","87,210","84,620","4,53M","-1,78%"
"18.05.2015","86,470","85,000","86,730","84,670","3,00M","1,69%"
"19.05.2015","89,370","87,500","89,620","87,500","5,80M","3,35%"
"20.05.2015","89,710","89,400","90,000","88,970","2,74M","0,38%"
"21.05.2015","89,970","89,600","90,050","88,840","2,40M","0,29%"
"22.05.2015","89,700","89,730","90,220","89,130","2,46M","-0,30%"
"26.05.2015","88,460","90,000","91,000","87,960","3,74M","-1,38%"
"27.05.2015","89,210","88,450","89,570","87,710","3,56M","0,85%"
"28.05.2015","87,580","88,390","88,870","86,830","3,27M","-1,83%"
"29.05.2015","85,280","87,800","87,980","85,240","4,49M","-2,63%"
"01.06.2015","85,740","86,200","86,810","85,080","3,26M","0,54%"
"02.06.2015","83,660","86,160","86,160","83,300","4,65M","-2,43%"
"03.06.2015","83,800","83,880","84,670","83,100","4,56M","0,17%"
"04.06.2015","82,940","83,310","83,370","81,340","4,74M","-1,03%"
"05.06.2015","81,850","82,050","82,600","81,110","3,92M","-1,31%"
"08.06.2015","80,280","81,740","82,140","79,750","3,86M","-1,92%"
"09.06.2015","80,850","79,950","80,980","79,030","4,55M","0,71%"
"10.06.2015","83,510","80,880","84,150","80,320","4,67M","3,29%"
"11.06.2015","84,620","83,620","85,680","83,180","5,17M","1,33%"
"12.06.2015","84,150","84,000","85,860","83,070","4,28M","-0,56%"
"15.06.2015","82,250","82,540","83,220","81,630","3,59M","-2,26%"
"16.06.2015","82,800","81,490","83,070","80,340","3,98M","0,67%"
"17.06.2015","81,570","83,190","83,230","81,190","3,59M","-1,49%"
"18.06.2015","81,660","81,100","81,690","79,560","5,07M","0,11%"
"19.06.2015","81,600","81,920","83,500","81,490","10,17M","-0,07%"
"22.06.2015","85,480","84,790","85,710","83,660","5,90M","4,75%"
"23.06.2015","86,740","86,630","87,630","86,010","4,47M","1,47%"
"24.06.2015","85,850","86,760","86,990","84,430","4,20M","-1,03%"
"25.06.2015","86,310","85,000","87,200","84,680","2,72M","0,54%"
"26.06.2015","86,610","85,900","87,320","85,340","2,92M","0,35%"
"29.06.2015","82,810","81,800","84,690","81,600","6,22M","-4,39%"
"30.06.2015","81,640","82,730","83,770","81,210","7,02M","-1,41%"
"01.07.2015","84,100","83,500","85,290","82,790","5,70M","3,01%"
"02.07.2015","82,980","84,500","84,570","82,670","2,87M","-1,33%"
"03.07.2015","82,750","83,040","83,470","82,120","2,66M","-0,28%"
"06.07.2015","82,030","81,100","82,930","81,050","4,58M","-0,87%"
"07.07.2015","79,670","82,000","82,200","79,340","5,27M","-2,88%"
"08.07.2015","79,130","79,330","79,980","77,250","6,51M","-0,68%"
"09.07.2015","80,990","79,760","81,550","79,520","3,68M","2,35%"
"10.07.2015","82,920","83,150","83,200","81,850","4,73M","2,38%"
"13.07.2015","83,530","84,400","84,630","82,580","4,87M","0,74%"
"14.07.2015","83,330","83,310","83,330","81,670","3,67M","-0,24%"
"15.07.2015","83,290","83,050","83,960","82,420","2,88M","-0,05%"
"16.07.2015","85,080","84,120","85,980","83,570","4,42M","2,15%"
"17.07.2015","84,440","85,800","85,990","84,070","3,82M","-0,75%"
"20.07.2015","85,040","84,800","85,660","84,330","2,83M","0,71%"
"21.07.2015","85,070","85,650","86,590","84,920","3,17M","0,04%"
"22.07.2015","84,260","84,700","84,910","83,210","3,14M","-0,95%"
"23.07.2015","83,720","86,430","86,450","82,180","6,36M","-0,64%"
"24.07.2015","81,890","83,880","84,500","81,470","4,39M","-2,19%"
"27.07.2015","79,780","81,310","81,910","79,460","4,37M","-2,58%"
"28.07.2015","80,850","80,400","81,660","79,930","4,49M","1,34%"
"29.07.2015","81,080","81,410","81,580","79,840","3,40M","0,28%"
"30.07.2015","80,670","81,330","81,390","79,770","3,34M","-0,51%"
"31.07.2015","81,390","80,780","81,470","80,420","4,62M","0,89%"
"03.08.2015","82,120","81,250","82,170","80,150","3,05M","0,90%"
"04.08.2015","82,400","81,950","82,510","81,340","2,61M","0,34%"
"05.08.2015","84,590","82,600","84,990","82,580","3,92M","2,66%"
"06.08.2015","83,960","84,490","85,120","83,590","2,42M","-0,74%"
"07.08.2015","83,800","83,630","84,280","83,100","3,00M","-0,19%"
"10.08.2015","84,270","84,210","84,340","83,070","1,76M","0,56%"
"11.08.2015","79,930","83,160","83,260","79,580","6,96M","-5,15%"
"12.08.2015","76,040","78,100","78,120","75,610","8,55M","-4,87%"
"13.08.2015","77,000","77,740","77,850","76,660","4,61M","1,26%"
"14.08.2015","76,960","77,240","77,880","76,340","3,09M","-0,05%"
"17.08.2015","76,340","77,610","78,080","75,380","3,61M","-0,81%"
"18.08.2015","75,800","76,030","76,730","75,680","2,76M","-0,71%"
"19.08.2015","73,830","75,000","75,220","73,700","4,44M","-2,60%"
"20.08.2015","72,440","73,000","74,060","72,090","5,43M","-1,88%"
"21.08.2015","70,370","70,590","72,810","70,100","8,58M","-2,86%"
"24.08.2015","67,080","67,000","69,080","65,400","13,85M","-4,68%"
"25.08.2015","70,960","68,600","71,630","67,550","9,84M","5,78%"
"26.08.2015","70,140","70,240","71,290","68,790","5,47M","-1,16%"
"27.08.2015","72,710","72,600","73,530","72,030","5,28M","3,66%"
"28.08.2015","72,450","72,940","73,050","71,370","3,78M","-0,36%"
"31.08.2015","71,660","71,500","72,000","70,810","2,76M","-1,09%"
"01.09.2015","69,910","70,360","70,650","69,120","4,90M","-2,44%"
"02.09.2015","69,680","70,500","70,940","69,270","3,02M","-0,33%"
"03.09.2015","72,080","70,730","72,830","70,470","4,87M","3,44%"
"04.09.2015","70,570","71,200","71,270","69,690","5,42M","-2,09%"
"07.09.2015","71,460","71,160","71,750","70,800","2,28M","1,26%"
"08.09.2015","73,270","72,350","74,120","72,310","4,22M","2,53%"
"09.09.2015","74,200","76,570","76,720","74,200","5,56M","1,27%"
"10.09.2015","73,900","73,300","74,880","73,300","3,85M","-0,40%"
"11.09.2015","73,560","73,800","74,360","72,820","2,80M","-0,46%"
"14.09.2015","74,140","73,500","74,610","73,440","3,32M","0,79%"
"15.09.2015","75,130","74,730","75,820","74,320","4,39M","1,34%"
"16.09.2015","75,300","76,150","76,650","74,690","4,17M","0,23%"
"17.09.2015","75,500","75,780","75,880","74,960","3,76M","0,27%"
"18.09.2015","72,280","75,010","75,010","71,740","11,26M","-4,26%"
"21.09.2015","71,250","70,000","71,950","68,650","7,71M","-1,43%"
"22.09.2015","66,250","71,350","71,390","65,520","12,70M","-7,02%"
"23.09.2015","66,420","65,530","67,960","63,140","8,50M","0,26%"
"24.09.2015","63,480","66,680","68,310","62,600","13,83M","-4,43%"
"25.09.2015","65,720","65,330","66,770","65,150","6,89M","3,53%"
"28.09.2015","63,590","65,300","65,310","63,060","5,27M","-3,24%"
"29.09.2015","63,260","62,440","64,620","62,060","4,94M","-0,52%"
"30.09.2015","64,850","65,450","66,170","64,170","5,17M","2,51%"
"01.10.2015","64,450","66,140","66,470","63,860","4,37M","-0,62%"
"02.10.2015","64,580","65,130","65,490","62,910","4,49M","0,20%"
"05.10.2015","66,430","65,790","66,870","64,790","3,68M","2,86%"
"06.10.2015","68,090","66,850","68,870","65,840","4,29M","2,50%"
"07.10.2015","69,690","69,040","71,080","68,770","5,15M","2,35%"
"08.10.2015","70,550","69,650","71,390","69,650","3,49M","1,23%"
"09.10.2015","72,210","71,640","72,730","71,380","3,62M","2,35%"
"12.10.2015","73,480","72,660","74,100","72,400","3,81M","1,76%"
"13.10.2015","72,550","73,380","73,440","70,980","4,00M","-1,27%"
"14.10.2015","71,520","71,600","73,160","70,700","3,12M","-1,42%"
"15.10.2015","72,900","72,320","73,390","72,280","2,85M","1,93%"
"16.10.2015","72,380","73,750","73,800","71,720","3,66M","-0,71%"
"19.10.2015","72,820","72,380","73,550","72,260","2,20M","0,61%"
"20.10.2015","72,330","72,810","73,190","71,680","2,57M","-0,67%"
"21.10.2015","73,720","72,990","74,290","71,920","3,41M","1,92%"
"22.10.2015","76,050","72,900","76,360","71,430","6,50M","3,16%"
"23.10.2015","78,710","77,880","79,690","77,170","6,95M","3,50%"
"26.10.2015","78,380","79,000","79,400","77,720","3,55M","-0,42%"
