"Date","Close"
2025-03-24,203.47814
2025-03-21,201.67236
2025-03-20,197.41817
2025-03-19,198.01288
2025-03-18,194.23744
2025-03-17,196.07843
2025-03-14,196.18636
2025-03-13,193.16444
2025-03-12,198.93646
2025-03-11,201.97549
2025-03-10,210.04617
2025-03-07,220.48326
2025-03-06,217.95869
2025-03-05,218.58136
2025-03-04,223.80004
2025-03-03,226.88971
2025-02-28,232.60556
2025-02-27,228.0196
2025-02-26,229.067
2025-02-25,235.23138
2025-02-24,235.94004
2025-02-21,234.68413
2025-02-20,234.36934
2025-02-19,235.22574
2025-02-18,234.03217
2025-02-14,232.79718
2025-02-13,231.66123
2025-02-12,227.19164
2025-02-11,224.84052
2025-02-10,220.76222
2025-02-07,220.52897
2025-02-06,224.70373
2025-02-05,223.09981
2025-02-04,224.3423
2025-02-03,221.79961
2025-01-31,226.48752
2025-01-30,228.0791
2025-01-29,229.69005
2025-01-28,228.48101
2025-01-27,219.14387
2025-01-24,211.94939
2025-01-23,214.31583
2025-01-22,214.86992
2025-01-21,213.64552
2025-01-17,223.69419
2025-01-16,221.67622
2025-01-15,231.25608
2025-01-14,226.74961
2025-01-13,229.3991
2025-01-10,231.18594
2025-01-08,235.49389
2025-01-07,233.63557
2025-01-06,235.84906
2025-01-03,236.31773
2025-01-02,237.5548
2024-12-31,241.97507
2024-12-30,242.63998
2024-12-27,245.26437
2024-12-26,248.77065
2024-12-24,248.5321
2024-12-23,245.49913
2024-12-20,244.02148
2024-12-19,241.0635
2024-12-18,236.80191
2024-12-17,241.40952
2024-12-16,238.83551
2024-12-13,236.40434
2024-12-12,236.12989
2024-12-11,235.02098
2024-12-10,235.74691
2024-12-09,233.50998
2024-12-06,230.15828
2024-12-05,229.97729
2024-12-04,230.62542
2024-12-03,230.45873
2024-12-02,228.44203
2024-11-29,224.57419
2024-11-27,222.13502
2024-11-26,224.50812
2024-11-25,222.07706
2024-11-22,220.62578
2024-11-21,217.88711
2024-11-20,217.43259
2024-11-19,215.7656
2024-11-18,215.29601
2024-11-15,213.29036
2024-11-14,216.13789
2024-11-13,213.00028
2024-11-12,211.39813
2024-11-11,210.56437
2024-11-08,211.93389
2024-11-07,210.53216
2024-11-06,207.62562
2024-11-05,204.43733
2024-11-04,203.88465
2024-11-01,205.71244
2024-10-31,207.98196
2024-10-30,211.76146
2024-10-29,216.24098
2024-10-28,215.83133
2024-10-25,214.16937
2024-10-24,213.27352
2024-10-23,214.20217
2024-10-22,218.22724
2024-10-21,218.57843
2024-10-18,216.25104
2024-10-17,214.45727
2024-10-16,213.26831
2024-10-15,214.73829
2024-10-14,212.16291
2024-10-11,207.90315
2024-10-10,210.01284
2024-10-09,209.77883
2024-10-08,205.69424
2024-10-07,201.82993
2024-10-04,206.93431
2024-10-03,204.59655
2024-10-02,205.2865
2024-10-01,204.64085
2024-09-30,209.0061
2024-09-27,204.25933
2024-09-26,203.70669
2024-09-25,203.29591
2024-09-24,203.75482
2024-09-23,203.56854
2024-09-20,204.22409
2024-09-19,205.15418
2024-09-18,198.39087
2024-09-17,194.97257
2024-09-16,194.37506
2024-09-13,200.73981
2024-09-12,201.67481
2024-09-11,202.12418
2024-09-10,199.61005
2024-09-09,199.93665
2024-09-06,199.35
2024-09-05,200.3243
2024-09-04,199.2332
2024-09-03,201.8027
2024-08-30,207.23982
2024-08-29,207.35427
2024-08-28,203.76968
2024-08-27,204.21816
2024-08-26,203.36586
2024-08-23,203.00698
2024-08-22,202.09721
2024-08-21,203.1222
2024-08-20,203.78767
2024-08-19,203.9823
2024-08-16,205.4253
2024-08-15,204.70031
2024-08-14,201.23434
2024-08-13,201.66788
2024-08-12,199.14859
2024-08-09,198.04011
2024-08-08,195.5358
2024-08-07,192.10767
2024-08-06,189.63214
2024-08-05,190.93978
2024-08-02,201.4846
2024-08-01,202.44762
2024-07-31,205.45841
2024-07-30,202.33031
2024-07-29,201.66328
2024-07-26,200.60746
2024-07-25,200.23016
2024-07-24,201.40079
2024-07-23,207.32516
2024-07-22,205.73213
2024-07-19,206.07258
2024-07-18,205.36827
2024-07-17,209.40531
2024-07-16,215.64882
2024-07-15,214.92756
2024-07-12,211.40761
2024-07-11,209.41382
2024-07-10,215.18426
2024-07-09,211.54487
2024-07-08,210.32127
2024-07-05,209.07076
2024-07-03,205.21489
2024-07-02,205.24599
2024-07-01,201.9849
2024-06-28,196.54722
2024-06-27,199.96264
2024-06-26,199.6349
2024-06-25,195.30126
2024-06-24,194.01566
2024-06-21,194.06098
2024-06-20,195.8345
2024-06-18,199.54372
2024-06-17,202.02331
2024-06-14,198.57023
2024-06-13,199.5715
2024-06-12,196.48654
2024-06-11,192.93099
2024-06-10,179.57969
2024-06-07,182.22119
2024-06-06,178.71715
2024-06-05,180.29271
2024-06-04,178.63051
2024-06-03,178.25448
2024-05-31,177.23795
2024-05-30,176.46679
2024-05-29,175.9338
2024-05-28,174.70345
2024-05-24,175.1452
2024-05-23,172.74912
2024-05-22,176.05829
2024-05-21,177.21577
2024-05-20,175.81447
2024-05-17,174.68948
2024-05-16,174.59763
2024-05-15,174.50331
2024-05-14,173.27355
2024-05-13,172.57736
2024-05-10,169.86823
2024-05-09,171.27877
2024-05-08,170.05397
2024-05-07,169.35933
2024-05-06,168.65602
2024-05-03,170.36418
2024-05-02,161.45377
2024-05-01,158.63943
2024-04-30,159.49995
2024-04-29,161.75648
2024-04-26,158.29827
2024-04-25,158.31703
2024-04-24,158.09559
2024-04-23,155.98131
2024-04-22,155.73293
2024-04-19,154.87141
2024-04-18,156.8009
2024-04-17,157.74648
2024-04-16,159.41647
2024-04-15,162.36367
2024-04-12,165.89927
2024-04-11,163.31405
2024-04-10,156.27794
2024-04-09,156.30585
2024-04-08,155.25346
2024-04-05,156.49686
2024-04-04,155.46551
2024-04-03,156.63374
2024-04-02,156.79792
2024-04-01,158.35895
2024-03-28,158.83661
2024-03-27,160.19041
2024-03-26,156.68913
2024-03-25,157.65433
2024-03-22,159.42995
2024-03-21,157.82833
2024-03-20,164.4606
2024-03-19,162.07658
2024-03-18,159.83071
2024-03-15,158.59978
2024-03-14,158.90512
2024-03-13,156.18326
2024-03-12,158.65006
2024-03-11,158.12357
2024-03-08,156.0746
2024-03-07,154.52135
2024-03-06,155.1275
2024-03-05,156.64825
2024-03-04,161.26358
2024-03-01,165.76859
2024-02-29,167.36111
2024-02-28,167.39251
2024-02-27,168.30707
2024-02-26,167.04472
2024-02-23,168.6097
2024-02-22,170.39741
2024-02-21,168.68986
2024-02-20,167.92453
2024-02-16,169.15012
2024-02-15,170.84185
2024-02-14,171.60563
2024-02-13,172.69249
2024-02-12,173.57633
2024-02-09,175.08808
2024-02-08,174.80739
2024-02-07,175.94984
2024-02-06,176.07664
2024-02-05,174.76488
2024-02-02,172.33865
2024-02-01,171.85689
2024-01-31,169.95392
2024-01-30,173.48464
2024-01-29,177.33074
2024-01-26,177.11708
2024-01-25,179.15667
2024-01-24,178.35855
2024-01-23,180.18833
2024-01-22,177.94604
2024-01-19,175.9045
2024-01-18,173.69245
2024-01-17,168.10527
2024-01-16,169.0417
2024-01-12,169.78995
2024-01-11,169.47311
2024-01-10,169.77296
2024-01-09,169.32504
2024-01-08,169.22937
2024-01-05,165.52165
2024-01-04,166.12785
