"Date","US097023BL86","SXRI","XS1584040445","US002824BH26","US01609WAW29","XS1463155348","XAU-USD","XPT-USD","LTC-USD","ETH-USD","BTC-USD","EXS1","SXR8","MCHI","SPYN","HEAL","DIA","STPX","AMEM","D5BK","VIOO","QQQ","TTDKY","000660","TOMA","XOM","SIE","V","EQIX","MELI","SON1"
2022-01-04,-0.00418802635445115,0.0018034269991507,-0.00277784887159793,0.00760467312725233,0.00103003685890446,-0.000826713680670998,0.00198828026991649,0.0139585192573568,-0.0122035412807291,0.00669338035135425,-0.0128519394341016,0.00806988459838109,0.0052520278517223,-0.0197041470532189,0.0420059045486134,-0.0199683803481912,0.00597098086455716,0.0125723708339391,0.00801002511648119,0.023872945377803,0.00694933186080426,-0.0139412031824877,0.0160003413464413,0,0.0594645207715239,0.0360381307323046,0.00503055318871581,0.00375493710675912,-0.0260261609491481,-0.0711633649056838,0.033625174972479
2022-01-05,0.0119762162609494,0,-0.00255176635542487,-0.0055028530456287,-0.014527052497403,0.000772818399189745,0.00654231939087513,0.00964258452430666,-0.0816925444863976,-0.0692828107657437,-0.0540421328472167,0.00742523612431256,-0.00446362201378303,-0.0269800016107964,0.00819351749137187,-0.0137413240210296,-0.0103285250659759,0.00874102052274672,-0.00048120301680421,0.00868731332238237,-0.0295689541197275,-0.0353557583467579,0.00100730303153362,-0.0236231457634375,0.0254073094611238,0.008207777374869,-0.00157830580148666,-0.0152726177448477,-0.031840966900182,-0.0942804052210562,0.0360813163235356
2022-01-07,-0.00585829180392761,-0.00180668522494898,-0.0107789697276583,-0.00262920453366977,-0.0146807000693308,-0.0110841022683079,-0.000491744378490644,-0.00763217636588198,-0.0366670331474319,-0.0643740086999323,-0.0366468950223346,-0.00678168602384144,-0.00787210192700982,0.010385886646191,-0.0108485628359762,-0.016860385456428,-0.000220781013729798,0.00929453247924972,0.0239825417861881,0.00771708009856331,-0.0165514897425307,-0.0162774945128517,-0.011973140103593,0.0158733491562906,0.0100175053736811,0.00277764632909605,0.0127262745672025,-0.0181631225165564,-0.00018064283090613,-0.0637285540046841,0.0058630966370643
2022-01-11,0.000777082189882705,0.00180995524523953,-0.00172369184355414,0.00212295897672199,0.00756920896171209,0.00300168446542237,0.00387814832180311,0.0152094735855872,0.0387645434502444,0.0482308513300147,0.0213097577855095,0.0117499678596555,0.0128648354872114,0.0243198686695871,-0.00899120165309952,0.0208462265001179,0.0048387414166573,0.00749194718323487,-0.0089120823313027,0.00925636995232493,0.00415687113138397,0.0127059738931905,-0.00379664459891282,0.0277245480148558,0.0062641958808296,0.0389974390364953,-0.00467522279644061,0.00910108048709812,0.0033307023300333,0.101701533645011,-0.00932810356888147
2022-01-12,-0.00305630278771396,0,0.00729049499450518,-0.00531587197712113,-0.00396759568434479,-0.00903221970809653,0,0.0293106287961233,0.0761157325481774,0.0402549213618286,0.0269609631761796,0.00324771469402929,0.00351019026075861,0.01350402315573,-0.00292631227712015,-0.0090102295757597,0.00113027069607696,0.0151518050206025,-0.0145632673413603,-0.0116642690208653,-0.0122282644968861,-0.0039377357796333,0.0245320604934838,0.00389864041565779,0.0160208489086058,-0.0108430437940701,-0.0307139707539088,-0.00171065300896878,-0.00316063318997628,0.0377330226327111,0.00795164086015809
2022-01-13,-0.0121472798723845,0,0.00638302723495876,0.00252856297826742,0.00141170106246502,0.0123769462989962,-0.00441398728105913,-0.0108752252773208,-0.0387979695409824,-0.0402116842619193,-0.0310222538315781,0.00073664828377229,-0.00367651833138005,-0.0323327700967244,0.0260335501812143,-0.0226227366089722,-0.00483326218801938,0.00250313021811799,-0.00475385634618042,-0.0313443877363513,-0.00151376072282527,-0.0268187628650791,0.000253324890524986,0.00775197680431639,0.0220065466806334,-0.00867910981914477,-0.0193692756069392,-0.00478127502085801,-0.0216063093065459,-0.0682611042364663,-0.00344946875325736
2022-01-14,-0.0134864092188236,-0.00180995524523953,-0.00428449669983788,-0.0142036444853648,-0.0154373554856129,-0.0147370992492952,0.00595354096446954,0.0059911084528439,0.0583380190124236,0.0213484267675401,0.0119884705542077,-0.00872722054202857,-0.0148427507061992,0.0127274173385477,0.00414454679523768,-0.0212532226121689,-0.00571953692907812,-0.0159600195787295,0.00193649957639574,-0.00698954418171205,0.00894667056084053,0.0113644362372938,0.00530505222969335,-0.00775197680431639,-0.00916291292151961,0.0225650379394207,0.0117255517819634,0.00362511893756956,-0.0018195445456719,-0.00733891258412367,-0.0195400494714413
2022-01-18,-0.00538529043495029,-0.00181653092639777,-8.47098687506431e-05,-0.00115459410374719,-0.0181358963174576,-0.00923452863945418,0.00498234735993019,0.0108191955901562,-0.0663491158162213,-0.0154489295991063,0.00367253194071893,-0.010415210947647,-0.0116225816551774,-0.00568958117362772,-0.0186555537577062,-0.0236003131917624,-0.0148391900919584,-0.00757770738923647,0.00918744301237284,-0.00939604228169655,-0.019049244681236,-0.0182564469200805,-0.0257765962098806,-0.00394477829101625,0.000206334468904501,0.0236485537426807,0.0131928034845634,0.0117856571130481,-0.00512856061333444,-0.0197803605900253,-0.000351308628239622
2022-01-19,0.00282758351921153,0.00362976805057857,-0.00163630773653889,-0.00205925339090207,0.00182192810337867,0.00637171606697429,0.000971098687643668,0.0298655903406262,-0.0374683597470611,-0.0245055345412979,-0.0163444949070577,0.00164387693000645,-0.00592321001560236,0.0030650049233536,0.0203343815556449,-0.00177559289974161,-0.00994043970525116,0.0145987994211527,0.0137232947340877,0.0210182883293601,-0.0193199687631314,-0.0128973457822052,-0.0403588994213253,0.00394477829101625,-0.0510001554647452,-0.00144244469339139,0.0157483569681389,-0.00663926136053572,-0.0168997459126725,-0.0368364580450438,-0.136849812885245
2022-01-20,0.00766650098817667,-0.0018132371241808,0.00447018929894138,0.00583214077018024,0.0125139038339492,-0.00207628815944716,0.00947458813951396,0.0392620715705005,-0.0481295894454217,-0.0259295746761428,-0.02334993339249,0.00699355577164074,0.00814747474965039,0.0271221128459382,-0.00180808521426279,0.014521528166318,-0.0086573181463736,0.00432181523756281,0.000157554750601419,0.00707297956466979,-0.0200665718519319,-0.0115738152218627,-0.0113699113321923,-0.0158733491562906,0.0170061142918918,0.00368577879857845,0.0320219193005471,-3.86806802099571e-05,2.73785078723776e-05,0.0282235018693617,0.0567778239209877
2022-01-21,0.00644152785308094,-0.00181653092639777,0.0180237850967835,-0.000325376948993927,0.00436011103471756,-0.000656080083782484,0.00245244813592826,-0.00341783300529208,-0.123674780134665,-0.155776667109319,-0.109977877216053,-0.0202208642112387,-0.025288085444199,-0.0220896882540798,0.0137366560795362,-0.0235850343196651,-0.0144417311030969,-0.0265561824252201,-0.00193175830311776,-0.00938664775922238,-0.0146346422108943,-0.0297963238700092,-0.0164703146720271,-0.0491902441907701,-0.0250715531092514,-0.0168028342764357,-0.0389264346470917,-0.0417498609793503,-0.0122996681729317,-0.0361535174025986,-0.0137986091234303
2022-01-24,-0.00503396812224555,-0.0072993024816117,0.00204713452039229,0.00288861933116458,-0.0100364290982951,-0.00895076587955135,0.00362332578426461,-0.0214579974437425,-0.0252493124878423,-0.0400710397470769,0.0114262206629956,-0.0384039791362847,-0.04232057393906,-0.0128420701555978,-0.0187907716783489,-0.0493421167155268,0.00425557363696871,-0.0415603582263078,-0.0124284392773522,-0.0133246475080009,0.0230253054756862,0.00615516612224454,-0.00582930172554996,0,-0.00262985029938889,0.010141874719694,0.00417717568137022,-0.0184237674744177,0.0127513053654038,-0.0249436986815565,-0.00930599969096946
2022-01-25,-0.000146259520573011,0.00182982667707621,0.000190410749675962,-0.0059133936360487,0.00324887477717617,0.00430896753746435,0.00866611096068315,0.00271252093198449,-0.0147196769924669,0.00696460109197439,0.00717849705691975,0.0067382531846345,0.010768405671441,-0.000784456294754321,-0.0128139828645324,0.019518415272098,-0.00247535691431899,0.00707717037408528,0.0116783849619444,0.0105079775984152,-0.00627612552288603,-0.0199170200269423,-0.023378053838875,-0.00843886864586629,-0.0186051878310343,0.0325131170649353,0.0287616340310501,0.00428020206343493,-0.0154017839335241,-0.0246329531483651,-0.0280484513818218
2022-01-26,-0.00954762034181922,0.00182648452603451,-0.00160721125511998,-0.0129359289612401,-0.0125070790336359,-0.0100238834550135,-0.0092617320603372,0.0288999438906021,-0.0102469457379941,0.00135786730028098,-0.00407317074101954,0.0225457356992509,0.0230203087898904,-0.0187829359715921,0.0169628284370864,0.0173304795387361,-0.00438328044663461,0.0185158128142175,0.00570991332587889,0.0149858712278044,-0.015476954730766,-0.00156593043625808,-0.0315556649789623,-0.00424629088145068,-0.00672950049693988,-0.0101945674229871,-0.00335758569484579,0.0189772064729583,-0.0336873959836756,-0.0263102533163861,0.0111554941717849
