Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-24 00:00:00+01:00,9700.5703125,9700.5703125,9700.5703125,9700.5703125,0,0.0,0.0
2020-03-25 00:00:00+01:00,9874.259765625,9874.259765625,9874.259765625,9874.259765625,0,0.0,0.0
2020-03-26 00:00:00+01:00,10000.9599609375,10000.9599609375,10000.9599609375,10000.9599609375,0,0.0,0.0
2020-03-27 00:00:00+01:00,9632.51953125,9632.51953125,9632.51953125,9632.51953125,0,0.0,0.0
2020-03-30 00:00:00+02:00,9815.9697265625,9815.9697265625,9815.9697265625,9815.9697265625,0,0.0,0.0
2020-03-31 00:00:00+02:00,9935.83984375,9935.83984375,9935.83984375,9935.83984375,0,0.0,0.0
2020-04-01 00:00:00+02:00,9544.75,9544.75,9544.75,9544.75,0,0.0,0.0
2020-04-02 00:00:00+02:00,9570.8203125,9570.8203125,9570.8203125,9570.8203125,0,0.0,0.0
2020-04-03 00:00:00+02:00,9525.76953125,9525.76953125,9525.76953125,9525.76953125,0,0.0,0.0
2020-04-06 00:00:00+02:00,10075.169921875,10075.169921875,10075.169921875,10075.169921875,0,0.0,0.0
2020-04-07 00:00:00+02:00,10356.7001953125,10356.7001953125,10356.7001953125,10356.7001953125,0,0.0,0.0
2020-04-08 00:00:00+02:00,10332.8896484375,10332.8896484375,10332.8896484375,10332.8896484375,0,0.0,0.0
2020-04-09 00:00:00+02:00,10564.740234375,10564.740234375,10564.740234375,10564.740234375,0,0.0,0.0
2020-04-14 00:00:00+02:00,10696.5595703125,10696.5595703125,10696.5595703125,10696.5595703125,0,0.0,0.0
2020-04-15 00:00:00+02:00,10279.759765625,10279.759765625,10279.759765625,10279.759765625,0,0.0,0.0
2020-04-16 00:00:00+02:00,10301.5400390625,10301.5400390625,10301.5400390625,10301.5400390625,0,0.0,0.0
2020-04-20 00:00:00+02:00,10675.900390625,10675.900390625,10675.900390625,10675.900390625,0,0.0,0.0
2020-04-21 00:00:00+02:00,10249.849609375,10249.849609375,10249.849609375,10249.849609375,0,0.0,0.0
2020-04-22 00:00:00+02:00,10415.0302734375,10415.0302734375,10415.0302734375,10415.0302734375,0,0.0,0.0
2020-04-23 00:00:00+02:00,10513.7900390625,10513.7900390625,10513.7900390625,10513.7900390625,0,0.0,0.0
2020-04-24 00:00:00+02:00,10336.08984375,10336.08984375,10336.08984375,10336.08984375,0,0.0,0.0
2020-04-27 00:00:00+02:00,10659.990234375,10659.990234375,10659.990234375,10659.990234375,0,0.0,0.0
2020-04-28 00:00:00+02:00,10795.6298828125,10795.6298828125,10795.6298828125,10795.6298828125,0,0.0,0.0
2020-04-29 00:00:00+02:00,11107.740234375,11107.740234375,11107.740234375,11107.740234375,0,0.0,0.0
2020-04-30 00:00:00+02:00,10861.6396484375,10861.6396484375,10861.6396484375,10861.6396484375,0,0.0,0.0
2020-05-04 00:00:00+02:00,10466.7998046875,10466.7998046875,10466.7998046875,10466.7998046875,0,0.0,0.0
2020-05-05 00:00:00+02:00,10729.4599609375,10729.4599609375,10729.4599609375,10729.4599609375,0,0.0,0.0
2020-05-06 00:00:00+02:00,10606.2001953125,10606.2001953125,10606.2001953125,10606.2001953125,0,0.0,0.0
2020-05-07 00:00:00+02:00,10759.26953125,10759.26953125,10759.26953125,10759.26953125,0,0.0,0.0
2020-05-11 00:00:00+02:00,10824.990234375,10824.990234375,10824.990234375,10824.990234375,0,0.0,0.0
2020-05-12 00:00:00+02:00,10819.5,10819.5,10819.5,10819.5,0,0.0,0.0
2020-05-13 00:00:00+02:00,10542.66015625,10542.66015625,10542.66015625,10542.66015625,0,0.0,0.0
2020-05-14 00:00:00+02:00,10337.01953125,10337.01953125,10337.01953125,10337.01953125,0,0.0,0.0
2020-05-15 00:00:00+02:00,10465.169921875,10465.169921875,10465.169921875,10465.169921875,0,0.0,0.0
2020-05-18 00:00:00+02:00,11058.8701171875,11058.8701171875,11058.8701171875,11058.8701171875,0,0.0,0.0
2020-05-19 00:00:00+02:00,11075.2900390625,11075.2900390625,11075.2900390625,11075.2900390625,0,0.0,0.0
2020-05-20 00:00:00+02:00,11223.7099609375,11223.7099609375,11223.7099609375,11223.7099609375,0,0.0,0.0
2020-05-21 00:00:00+02:00,11065.9296875,11065.9296875,11065.9296875,11065.9296875,0,0.0,0.0
2020-05-22 00:00:00+02:00,11073.8701171875,11073.8701171875,11073.8701171875,11073.8701171875,0,0.0,0.0
2020-05-26 00:00:00+02:00,11504.650390625,11504.650390625,11504.650390625,11504.650390625,0,0.0,0.0
2020-05-27 00:00:00+02:00,11657.6904296875,11657.6904296875,11657.6904296875,11657.6904296875,0,0.0,0.0
2020-05-28 00:00:00+02:00,11781.1298828125,11781.1298828125,11781.1298828125,11781.1298828125,0,0.0,0.0
2020-05-29 00:00:00+02:00,11586.849609375,11586.849609375,11586.849609375,11586.849609375,0,0.0,0.0
2020-06-02 00:00:00+02:00,12021.2802734375,12021.2802734375,12021.2802734375,12021.2802734375,0,0.0,0.0
2020-06-03 00:00:00+02:00,12487.3603515625,12487.3603515625,12487.3603515625,12487.3603515625,0,0.0,0.0
2020-06-04 00:00:00+02:00,12430.5595703125,12430.5595703125,12430.5595703125,12430.5595703125,0,0.0,0.0
2020-06-08 00:00:00+02:00,12819.58984375,12819.58984375,12819.58984375,12819.58984375,0,0.0,0.0
2020-06-09 00:00:00+02:00,12617.990234375,12617.990234375,12617.990234375,12617.990234375,0,0.0,0.0
2020-06-10 00:00:00+02:00,12530.16015625,12530.16015625,12530.16015625,12530.16015625,0,0.0,0.0
2020-06-11 00:00:00+02:00,11970.2900390625,11970.2900390625,11970.2900390625,11970.2900390625,0,0.0,0.0
2020-06-12 00:00:00+02:00,11949.2802734375,11949.2802734375,11949.2802734375,11949.2802734375,0,0.0,0.0
2020-06-15 00:00:00+02:00,11911.349609375,11911.349609375,11911.349609375,11911.349609375,0,0.0,0.0
2020-06-16 00:00:00+02:00,12315.66015625,12315.66015625,12315.66015625,12315.66015625,0,0.0,0.0
2020-06-17 00:00:00+02:00,12382.1396484375,12382.1396484375,12382.1396484375,12382.1396484375,0,0.0,0.0
2020-06-18 00:00:00+02:00,12281.5302734375,12281.5302734375,12281.5302734375,12281.5302734375,0,0.0,0.0
2020-06-19 00:00:00+02:00,12330.759765625,12330.759765625,12330.759765625,12330.759765625,0,0.0,0.0
2020-06-22 00:00:00+02:00,12262.9697265625,12262.9697265625,12262.9697265625,12262.9697265625,0,0.0,0.0
2020-06-23 00:00:00+02:00,12523.759765625,12523.759765625,12523.759765625,12523.759765625,0,0.0,0.0
2020-06-24 00:00:00+02:00,12093.9404296875,12093.9404296875,12093.9404296875,12093.9404296875,0,0.0,0.0
2020-06-25 00:00:00+02:00,12177.8701171875,12177.8701171875,12177.8701171875,12177.8701171875,0,0.0,0.0
2020-06-26 00:00:00+02:00,12089.3896484375,12089.3896484375,12089.3896484375,12089.3896484375,0,0.0,0.0
2020-06-29 00:00:00+02:00,12232.1201171875,12232.1201171875,12232.1201171875,12232.1201171875,0,0.0,0.0
2020-06-30 00:00:00+02:00,12310.9296875,12310.9296875,12310.9296875,12310.9296875,0,0.0,0.0
2020-07-01 00:00:00+02:00,12260.5703125,12260.5703125,12260.5703125,12260.5703125,0,0.0,0.0
2020-07-02 00:00:00+02:00,12608.4599609375,12608.4599609375,12608.4599609375,12608.4599609375,0,0.0,0.0
2020-07-06 00:00:00+02:00,12733.4501953125,12733.4501953125,12733.4501953125,12733.4501953125,0,0.0,0.0
2020-07-07 00:00:00+02:00,12616.7998046875,12616.7998046875,12616.7998046875,12616.7998046875,0,0.0,0.0
2020-07-08 00:00:00+02:00,12494.8095703125,12494.8095703125,12494.8095703125,12494.8095703125,0,0.0,0.0
2020-07-09 00:00:00+02:00,12489.4599609375,12489.4599609375,12489.4599609375,12489.4599609375,0,0.0,0.0
2020-07-10 00:00:00+02:00,12633.7099609375,12633.7099609375,12633.7099609375,12633.7099609375,0,0.0,0.0
2020-07-13 00:00:00+02:00,12799.9697265625,12799.9697265625,12799.9697265625,12799.9697265625,0,0.0,0.0
2020-07-14 00:00:00+02:00,12697.3603515625,12697.3603515625,12697.3603515625,12697.3603515625,0,0.0,0.0
2020-07-15 00:00:00+02:00,12930.98046875,12930.98046875,12930.98046875,12930.98046875,0,0.0,0.0
2020-07-16 00:00:00+02:00,12874.9697265625,12874.9697265625,12874.9697265625,12874.9697265625,0,0.0,0.0
2020-07-17 00:00:00+02:00,12919.6103515625,12919.6103515625,12919.6103515625,12919.6103515625,0,0.0,0.0
2020-07-20 00:00:00+02:00,13046.919921875,13046.919921875,13046.919921875,13046.919921875,0,0.0,0.0
2020-07-21 00:00:00+02:00,13171.830078125,13171.830078125,13171.830078125,13171.830078125,0,0.0,0.0
2020-07-22 00:00:00+02:00,13104.25,13104.25,13104.25,13104.25,0,0.0,0.0
2020-07-23 00:00:00+02:00,13103.3896484375,13103.3896484375,13103.3896484375,13103.3896484375,0,0.0,0.0
2020-07-24 00:00:00+02:00,12838.0595703125,12838.0595703125,12838.0595703125,12838.0595703125,0,0.0,0.0
2020-07-27 00:00:00+02:00,12838.66015625,12838.66015625,12838.66015625,12838.66015625,0,0.0,0.0
2020-07-28 00:00:00+02:00,12835.2802734375,12835.2802734375,12835.2802734375,12835.2802734375,0,0.0,0.0
2020-07-29 00:00:00+02:00,12822.259765625,12822.259765625,12822.259765625,12822.259765625,0,0.0,0.0
2020-07-30 00:00:00+02:00,12379.650390625,12379.650390625,12379.650390625,12379.650390625,0,0.0,0.0
2020-07-31 00:00:00+02:00,12313.3603515625,12313.3603515625,12313.3603515625,12313.3603515625,0,0.0,0.0
2020-08-03 00:00:00+02:00,12646.98046875,12646.98046875,12646.98046875,12646.98046875,0,0.0,0.0
2020-08-04 00:00:00+02:00,12600.8701171875,12600.8701171875,12600.8701171875,12600.8701171875,0,0.0,0.0
2020-08-05 00:00:00+02:00,12660.25,12660.25,12660.25,12660.25,0,0.0,0.0
2020-08-06 00:00:00+02:00,12591.6796875,12591.6796875,12591.6796875,12591.6796875,0,0.0,0.0
2020-08-07 00:00:00+02:00,12674.8798828125,12674.8798828125,12674.8798828125,12674.8798828125,0,0.0,0.0
2020-08-10 00:00:00+02:00,12687.5302734375,12687.5302734375,12687.5302734375,12687.5302734375,0,0.0,0.0
2020-08-11 00:00:00+02:00,12946.8896484375,12946.8896484375,12946.8896484375,12946.8896484375,0,0.0,0.0
2020-08-12 00:00:00+02:00,13058.6298828125,13058.6298828125,13058.6298828125,13058.6298828125,0,0.0,0.0
2020-08-13 00:00:00+02:00,12993.7099609375,12993.7099609375,12993.7099609375,12993.7099609375,0,0.0,0.0
2020-08-14 00:00:00+02:00,12901.33984375,12901.33984375,12901.33984375,12901.33984375,0,0.0,0.0
2020-08-17 00:00:00+02:00,12920.66015625,12920.66015625,12920.66015625,12920.66015625,0,0.0,0.0
2020-08-18 00:00:00+02:00,12881.759765625,12881.759765625,12881.759765625,12881.759765625,0,0.0,0.0
2020-08-19 00:00:00+02:00,12977.330078125,12977.330078125,12977.330078125,12977.330078125,0,0.0,0.0
2020-08-20 00:00:00+02:00,12830.0,12830.0,12830.0,12830.0,0,0.0,0.0
2020-08-21 00:00:00+02:00,12764.7998046875,12764.7998046875,12764.7998046875,12764.7998046875,0,0.0,0.0
2020-08-24 00:00:00+02:00,13066.5400390625,13066.5400390625,13066.5400390625,13066.5400390625,0,0.0,0.0
2020-08-25 00:00:00+02:00,13061.6201171875,13061.6201171875,13061.6201171875,13061.6201171875,0,0.0,0.0
2020-08-26 00:00:00+02:00,13190.150390625,13190.150390625,13190.150390625,13190.150390625,0,0.0,0.0
2020-08-27 00:00:00+02:00,13096.3603515625,13096.3603515625,13096.3603515625,13096.3603515625,0,0.0,0.0
2020-08-28 00:00:00+02:00,13033.2001953125,13033.2001953125,13033.2001953125,13033.2001953125,0,0.0,0.0
2020-08-31 00:00:00+02:00,12945.3798828125,12945.3798828125,12945.3798828125,12945.3798828125,0,0.0,0.0
2020-09-01 00:00:00+02:00,12974.25,12974.25,12974.25,12974.25,0,0.0,0.0
2020-09-02 00:00:00+02:00,13243.4296875,13243.4296875,13243.4296875,13243.4296875,0,0.0,0.0
2020-09-03 00:00:00+02:00,13057.76953125,13057.76953125,13057.76953125,13057.76953125,0,0.0,0.0
2020-09-04 00:00:00+02:00,12842.66015625,12842.66015625,12842.66015625,12842.66015625,0,0.0,0.0
2020-09-08 00:00:00+02:00,12968.330078125,12968.330078125,12968.330078125,12968.330078125,0,0.0,0.0
2020-09-09 00:00:00+02:00,13237.2099609375,13237.2099609375,13237.2099609375,13237.2099609375,0,0.0,0.0
2020-09-10 00:00:00+02:00,13208.8896484375,13208.8896484375,13208.8896484375,13208.8896484375,0,0.0,0.0
2020-09-11 00:00:00+02:00,13202.83984375,13202.83984375,13202.83984375,13202.83984375,0,0.0,0.0
2020-09-14 00:00:00+02:00,13193.66015625,13193.66015625,13193.66015625,13193.66015625,0,0.0,0.0
2020-09-15 00:00:00+02:00,13217.669921875,13217.669921875,13217.669921875,13217.669921875,0,0.0,0.0
2020-09-16 00:00:00+02:00,13255.3701171875,13255.3701171875,13255.3701171875,13255.3701171875,0,0.0,0.0
2020-09-17 00:00:00+02:00,13208.1201171875,13208.1201171875,13208.1201171875,13208.1201171875,0,0.0,0.0
2020-09-18 00:00:00+02:00,13116.25,13116.25,13116.25,13116.25,0,0.0,0.0
2020-09-21 00:00:00+02:00,12542.4404296875,12542.4404296875,12542.4404296875,12542.4404296875,0,0.0,0.0
2020-09-22 00:00:00+02:00,12594.3896484375,12594.3896484375,12594.3896484375,12594.3896484375,0,0.0,0.0
2020-09-23 00:00:00+02:00,12642.9697265625,12642.9697265625,12642.9697265625,12642.9697265625,0,0.0,0.0
2020-09-24 00:00:00+02:00,12606.5703125,12606.5703125,12606.5703125,12606.5703125,0,0.0,0.0
2020-09-25 00:00:00+02:00,12469.2001953125,12469.2001953125,12469.2001953125,12469.2001953125,0,0.0,0.0
2020-09-28 00:00:00+02:00,12870.8701171875,12870.8701171875,12870.8701171875,12870.8701171875,0,0.0,0.0
2020-09-29 00:00:00+02:00,12825.8203125,12825.8203125,12825.8203125,12825.8203125,0,0.0,0.0
2020-09-30 00:00:00+02:00,12760.73046875,12760.73046875,12760.73046875,12760.73046875,0,0.0,0.0
2020-10-01 00:00:00+02:00,12730.76953125,12730.76953125,12730.76953125,12730.76953125,0,0.0,0.0
2020-10-02 00:00:00+02:00,12689.0400390625,12689.0400390625,12689.0400390625,12689.0400390625,0,0.0,0.0
2020-10-05 00:00:00+02:00,12828.3095703125,12828.3095703125,12828.3095703125,12828.3095703125,0,0.0,0.0
2020-10-06 00:00:00+02:00,12906.01953125,12906.01953125,12906.01953125,12906.01953125,0,0.0,0.0
2020-10-07 00:00:00+02:00,12928.5703125,12928.5703125,12928.5703125,12928.5703125,0,0.0,0.0
2020-10-08 00:00:00+02:00,13042.2099609375,13042.2099609375,13042.2099609375,13042.2099609375,0,0.0,0.0
2020-10-09 00:00:00+02:00,13051.23046875,13051.23046875,13051.23046875,13051.23046875,0,0.0,0.0
2020-10-12 00:00:00+02:00,13138.41015625,13138.41015625,13138.41015625,13138.41015625,0,0.0,0.0
2020-10-13 00:00:00+02:00,13018.990234375,13018.990234375,13018.990234375,13018.990234375,0,0.0,0.0
2020-10-14 00:00:00+02:00,13028.0595703125,13028.0595703125,13028.0595703125,13028.0595703125,0,0.0,0.0
2020-10-15 00:00:00+02:00,12703.75,12703.75,12703.75,12703.75,0,0.0,0.0
2020-10-16 00:00:00+02:00,12908.990234375,12908.990234375,12908.990234375,12908.990234375,0,0.0,0.0
2020-10-19 00:00:00+02:00,12854.66015625,12854.66015625,12854.66015625,12854.66015625,0,0.0,0.0
2020-10-20 00:00:00+02:00,12736.9501953125,12736.9501953125,12736.9501953125,12736.9501953125,0,0.0,0.0
2020-10-21 00:00:00+02:00,12557.6396484375,12557.6396484375,12557.6396484375,12557.6396484375,0,0.0,0.0
2020-10-22 00:00:00+02:00,12543.0595703125,12543.0595703125,12543.0595703125,12543.0595703125,0,0.0,0.0
2020-10-23 00:00:00+02:00,12645.75,12645.75,12645.75,12645.75,0,0.0,0.0
2020-10-26 00:00:00+01:00,12177.1796875,12177.1796875,12177.1796875,12177.1796875,0,0.0,0.0
2020-10-27 00:00:00+01:00,12063.5703125,12063.5703125,12063.5703125,12063.5703125,0,0.0,0.0
2020-10-29 00:00:00+01:00,11598.0703125,11598.0703125,11598.0703125,11598.0703125,0,0.0,0.0
2020-10-30 00:00:00+01:00,11556.48046875,11556.48046875,11556.48046875,11556.48046875,0,0.0,0.0
2020-11-02 00:00:00+01:00,11788.2802734375,11788.2802734375,11788.2802734375,11788.2802734375,0,0.0,0.0
2020-11-03 00:00:00+01:00,12088.98046875,12088.98046875,12088.98046875,12088.98046875,0,0.0,0.0
2020-11-04 00:00:00+01:00,12324.2197265625,12324.2197265625,12324.2197265625,12324.2197265625,0,0.0,0.0
2020-11-05 00:00:00+01:00,12568.08984375,12568.08984375,12568.08984375,12568.08984375,0,0.0,0.0
2020-11-06 00:00:00+01:00,12480.01953125,12480.01953125,12480.01953125,12480.01953125,0,0.0,0.0
2020-11-09 00:00:00+01:00,13095.9697265625,13095.9697265625,13095.9697265625,13095.9697265625,0,0.0,0.0
2020-11-10 00:00:00+01:00,13163.1103515625,13163.1103515625,13163.1103515625,13163.1103515625,0,0.0,0.0
2020-11-11 00:00:00+01:00,13216.1796875,13216.1796875,13216.1796875,13216.1796875,0,0.0,0.0
2020-11-12 00:00:00+01:00,13052.9501953125,13052.9501953125,13052.9501953125,13052.9501953125,0,0.0,0.0
2020-11-13 00:00:00+01:00,13076.7197265625,13076.7197265625,13076.7197265625,13076.7197265625,0,0.0,0.0
2020-11-16 00:00:00+01:00,13138.6103515625,13138.6103515625,13138.6103515625,13138.6103515625,0,0.0,0.0
2020-11-17 00:00:00+01:00,13133.4697265625,13133.4697265625,13133.4697265625,13133.4697265625,0,0.0,0.0
2020-11-18 00:00:00+01:00,13201.8896484375,13201.8896484375,13201.8896484375,13201.8896484375,0,0.0,0.0
2020-11-19 00:00:00+01:00,13086.16015625,13086.16015625,13086.16015625,13086.16015625,0,0.0,0.0
2020-11-20 00:00:00+01:00,13137.25,13137.25,13137.25,13137.25,0,0.0,0.0
2020-11-23 00:00:00+01:00,13126.9697265625,13126.9697265625,13126.9697265625,13126.9697265625,0,0.0,0.0
2020-11-24 00:00:00+01:00,13292.4404296875,13292.4404296875,13292.4404296875,13292.4404296875,0,0.0,0.0
2020-11-25 00:00:00+01:00,13289.7998046875,13289.7998046875,13289.7998046875,13289.7998046875,0,0.0,0.0
2020-11-27 00:00:00+01:00,13335.6796875,13335.6796875,13335.6796875,13335.6796875,0,0.0,0.0
2020-11-30 00:00:00+01:00,13291.16015625,13291.16015625,13291.16015625,13291.16015625,0,0.0,0.0
2020-12-01 00:00:00+01:00,13382.2998046875,13382.2998046875,13382.2998046875,13382.2998046875,0,0.0,0.0
2020-12-02 00:00:00+01:00,13313.240234375,13313.240234375,13313.240234375,13313.240234375,0,0.0,0.0
2020-12-03 00:00:00+01:00,13252.8603515625,13252.8603515625,13252.8603515625,13252.8603515625,0,0.0,0.0
2020-12-04 00:00:00+01:00,13298.9599609375,13298.9599609375,13298.9599609375,13298.9599609375,0,0.0,0.0
2020-12-07 00:00:00+01:00,13271.0,13271.0,13271.0,13271.0,0,0.0,0.0
2020-12-08 00:00:00+01:00,13278.490234375,13278.490234375,13278.490234375,13278.490234375,0,0.0,0.0
2020-12-09 00:00:00+01:00,13340.259765625,13340.259765625,13340.259765625,13340.259765625,0,0.0,0.0
2020-12-10 00:00:00+01:00,13295.73046875,13295.73046875,13295.73046875,13295.73046875,0,0.0,0.0
2020-12-11 00:00:00+01:00,13114.2998046875,13114.2998046875,13114.2998046875,13114.2998046875,0,0.0,0.0
2020-12-14 00:00:00+01:00,13223.16015625,13223.16015625,13223.16015625,13223.16015625,0,0.0,0.0
2020-12-15 00:00:00+01:00,13362.8701171875,13362.8701171875,13362.8701171875,13362.8701171875,0,0.0,0.0
2020-12-16 00:00:00+01:00,13565.98046875,13565.98046875,13565.98046875,13565.98046875,0,0.0,0.0
2020-12-17 00:00:00+01:00,13667.25,13667.25,13667.25,13667.25,0,0.0,0.0
2020-12-18 00:00:00+01:00,13630.509765625,13630.509765625,13630.509765625,13630.509765625,0,0.0,0.0
2020-12-21 00:00:00+01:00,13246.2998046875,13246.2998046875,13246.2998046875,13246.2998046875,0,0.0,0.0
2020-12-22 00:00:00+01:00,13418.1103515625,13418.1103515625,13418.1103515625,13418.1103515625,0,0.0,0.0
2020-12-23 00:00:00+01:00,13587.23046875,13587.23046875,13587.23046875,13587.23046875,0,0.0,0.0
2020-12-28 00:00:00+01:00,13790.2900390625,13790.2900390625,13790.2900390625,13790.2900390625,0,0.0,0.0
2020-12-29 00:00:00+01:00,13761.3798828125,13761.3798828125,13761.3798828125,13761.3798828125,0,0.0,0.0
2020-12-30 00:00:00+01:00,13718.7802734375,13718.7802734375,13718.7802734375,13718.7802734375,0,0.0,0.0
2021-01-04 00:00:00+01:00,13726.740234375,13726.740234375,13726.740234375,13726.740234375,0,0.0,0.0
2021-01-05 00:00:00+01:00,13651.2197265625,13651.2197265625,13651.2197265625,13651.2197265625,0,0.0,0.0
2021-01-06 00:00:00+01:00,13891.9697265625,13891.9697265625,13891.9697265625,13891.9697265625,0,0.0,0.0
2021-01-07 00:00:00+01:00,13968.240234375,13968.240234375,13968.240234375,13968.240234375,0,0.0,0.0
2021-01-08 00:00:00+01:00,14049.5302734375,14049.5302734375,14049.5302734375,14049.5302734375,0,0.0,0.0
2021-01-11 00:00:00+01:00,13936.66015625,13936.66015625,13936.66015625,13936.66015625,0,0.0,0.0
2021-01-12 00:00:00+01:00,13925.0595703125,13925.0595703125,13925.0595703125,13925.0595703125,0,0.0,0.0
2021-01-13 00:00:00+01:00,13939.7099609375,13939.7099609375,13939.7099609375,13939.7099609375,0,0.0,0.0
2021-01-14 00:00:00+01:00,13988.7001953125,13988.7001953125,13988.7001953125,13988.7001953125,0,0.0,0.0
2021-01-15 00:00:00+01:00,13787.73046875,13787.73046875,13787.73046875,13787.73046875,0,0.0,0.0
2021-01-19 00:00:00+01:00,13815.0595703125,13815.0595703125,13815.0595703125,13815.0595703125,0,0.0,0.0
2021-01-20 00:00:00+01:00,13921.3701171875,13921.3701171875,13921.3701171875,13921.3701171875,0,0.0,0.0
2021-01-21 00:00:00+01:00,13906.669921875,13906.669921875,13906.669921875,13906.669921875,0,0.0,0.0
2021-01-22 00:00:00+01:00,13873.9697265625,13873.9697265625,13873.9697265625,13873.9697265625,0,0.0,0.0
2021-01-25 00:00:00+01:00,13643.9501953125,13643.9501953125,13643.9501953125,13643.9501953125,0,0.0,0.0
2021-01-26 00:00:00+01:00,13870.990234375,13870.990234375,13870.990234375,13870.990234375,0,0.0,0.0
2021-01-27 00:00:00+01:00,13620.4599609375,13620.4599609375,13620.4599609375,13620.4599609375,0,0.0,0.0
2021-01-28 00:00:00+01:00,13665.9296875,13665.9296875,13665.9296875,13665.9296875,0,0.0,0.0
2021-01-29 00:00:00+01:00,13432.8701171875,13432.8701171875,13432.8701171875,13432.8701171875,0,0.0,0.0
2021-02-01 00:00:00+01:00,13622.01953125,13622.01953125,13622.01953125,13622.01953125,0,0.0,0.0
2021-02-02 00:00:00+01:00,13835.16015625,13835.16015625,13835.16015625,13835.16015625,0,0.0,0.0
2021-02-03 00:00:00+01:00,13933.6298828125,13933.6298828125,13933.6298828125,13933.6298828125,0,0.0,0.0
2021-02-04 00:00:00+01:00,14060.2900390625,14060.2900390625,14060.2900390625,14060.2900390625,0,0.0,0.0
2021-02-05 00:00:00+01:00,14056.7197265625,14056.7197265625,14056.7197265625,14056.7197265625,0,0.0,0.0
2021-02-08 00:00:00+01:00,14059.91015625,14059.91015625,14059.91015625,14059.91015625,0,0.0,0.0
2021-02-09 00:00:00+01:00,14011.7998046875,14011.7998046875,14011.7998046875,14011.7998046875,0,0.0,0.0
2021-02-10 00:00:00+01:00,13932.9697265625,13932.9697265625,13932.9697265625,13932.9697265625,0,0.0,0.0
2021-02-11 00:00:00+01:00,14040.91015625,14040.91015625,14040.91015625,14040.91015625,0,0.0,0.0
2021-02-12 00:00:00+01:00,14049.8896484375,14049.8896484375,14049.8896484375,14049.8896484375,0,0.0,0.0
2021-02-16 00:00:00+01:00,14064.599609375,14064.599609375,14064.599609375,14064.599609375,0,0.0,0.0
2021-02-17 00:00:00+01:00,13909.26953125,13909.26953125,13909.26953125,13909.26953125,0,0.0,0.0
2021-02-18 00:00:00+01:00,13886.9296875,13886.9296875,13886.9296875,13886.9296875,0,0.0,0.0
2021-02-19 00:00:00+01:00,13993.23046875,13993.23046875,13993.23046875,13993.23046875,0,0.0,0.0
