"Date","Price","Open","High","Low","Vol.","Change.."
2023-10-19,61.79,60.22,61.88,59.92,"277.30K","2.64%"
2023-10-18,60.2,62.07,62.64,60.04,"320.50K","-3.01%"
2023-10-17,62.07,63.19,63.31,61.56,"285.99K","-1.77%"
2023-10-16,63.19,61.62,66.2,61.57,"679.98K","2.55%"
2023-10-15,61.62,61.62,62.1,61.39,"140.18K","0.00%"
2023-10-14,61.62,61.58,61.96,61.4,"121.56K","0.06%"
2023-10-13,61.58,61.15,62.11,61.07,"358.19K","0.70%"
2023-10-12,61.15,61.55,61.55,60.47,"285.30K","-0.65%"
2023-10-11,61.55,63.58,63.75,61.18,"287.05K","-3.19%"
2023-10-10,63.58,63.05,63.82,62.59,"234.68K","0.84%"
2023-10-09,63.05,65.33,65.36,61.68,"448.87K","-3.49%"
2023-10-08,65.33,65.45,65.97,64.98,"316.31K","-0.18%"
2023-10-07,65.45,65.5,66.23,64.99,"177.31K","-0.05%"
2023-10-06,65.48,64.8,65.92,64.39,"259.05K","1.05%"
2023-10-05,64.8,64.42,65.2,63.93,"371.72K","0.59%"
2023-10-04,64.42,65.5,65.51,63.58,"389.30K","-1.65%"
2023-10-03,65.5,65.97,66.91,65.28,"264.85K","-0.74%"
2023-10-02,65.99,68.13,68.37,65.24,"559.86K","-3.14%"
2023-10-01,68.13,65.98,68.76,65.85,"429.81K","3.29%"
2023-09-30,65.96,65.55,66.59,65.35,"179.49K","0.59%"
2023-09-29,65.57,65.2,66.48,64.92,"350.40K","0.57%"
2023-09-28,65.2,63.54,65.5,63.15,"446.34K","2.61%"
2023-09-27,63.54,63.8,65.5,63.19,"351.15K","-0.41%"
2023-09-26,63.8,64.34,65.03,63.18,"371.06K","-0.84%"
2023-09-25,64.34,63.56,65.01,62.91,"258.59K","1.23%"
2023-09-24,63.56,65.06,65.09,63.31,"207.82K","-2.31%"
2023-09-23,65.06,64.36,65.24,64.36,"387.91K","1.09%"
2023-09-22,64.36,64.69,65.87,64.1,"442.56K","-0.51%"
2023-09-21,64.69,64.56,65.01,62.98,"449.08K","0.20%"
2023-09-20,64.56,67.28,67.77,63.72,"931.38K","-4.04%"
2023-09-19,67.28,65.87,68.27,65.68,"526.94K","2.14%"
2023-09-18,65.87,63.57,67.64,63.05,"790.15K","3.62%"
2023-09-17,63.57,65.39,65.4,62.94,"497.12K","-2.78%"
2023-09-16,65.39,65.89,66.81,64.42,"391.49K","-0.76%"
2023-09-15,65.89,62.82,66.19,62.57,"540.57K","4.89%"
2023-09-14,62.82,61.98,63.36,61.95,"638.08K","1.36%"
2023-09-13,61.98,59.95,62.7,59.67,"512.02K","3.39%"
2023-09-12,59.95,58.85,61.29,58.65,"617.09K","1.87%"
2023-09-11,58.85,61.12,61.62,57.79,"792.91K","-3.71%"
2023-09-10,61.12,63.05,63.05,60.28,"486.99K","-3.06%"
2023-09-09,63.05,62.61,63.23,62.53,"153.12K","0.70%"
2023-09-08,62.61,63.72,64.09,61.64,"370.51K","-1.74%"
2023-09-07,63.72,62.86,64.45,62.56,"372.34K","1.37%"
2023-09-06,62.86,63.14,63.68,61.72,"463.94K","-0.44%"
2023-09-05,63.14,63.75,63.76,62.58,"475.83K","-0.96%"
2023-09-04,63.75,63.93,64.92,63.12,"389.30K","-0.27%"
2023-09-03,63.92,64.59,64.82,63.59,"257.57K","-1.04%"
2023-09-02,64.59,62.99,64.64,62.97,"295.60K","2.54%"
2023-09-01,62.99,63.87,64.22,61.95,"569.05K","-1.38%"
2023-08-31,63.87,67.66,68.3,63.38,"688.00K","-5.60%"
2023-08-30,67.66,68.86,69.03,66.65,"422.48K","-1.74%"
2023-08-29,68.86,65.51,70.5,64.61,"953.14K","5.11%"
2023-08-28,65.51,65.39,65.72,64.12,"401.86K","0.18%"
2023-08-27,65.39,65.01,65.93,64.85,"232.03K","0.58%"
2023-08-26,65.01,65.13,65.57,64.91,"205.56K","-0.18%"
2023-08-25,65.13,64.88,65.37,63.71,"400.72K","0.39%"
2023-08-24,64.88,65.65,65.89,63.91,"352.94K","-1.17%"
2023-08-23,65.65,64.8,66.75,64.08,"548.73K","1.31%"
2023-08-22,64.8,66.98,67.2,62.58,"727.16K","-3.25%"
2023-08-21,66.98,65.25,67.09,64.8,"795.51K","2.65%"
2023-08-20,65.25,64.17,65.84,63.98,"328.36K","1.71%"
2023-08-19,64.15,63.97,64.93,63.57,"511.25K","0.28%"
2023-08-18,63.97,64.81,65.88,63.43,"1.28M","-1.49%"
2023-08-17,64.94,74.6,75.82,57.2,"1.71M","-12.95%"
2023-08-16,74.6,79.32,79.6,73.31,"1.05M","-5.95%"
2023-08-15,79.32,82.11,82.24,77.96,"600.00K","-3.40%"
2023-08-14,82.11,81.98,83.1,81.53,"330.92K","0.16%"
2023-08-13,81.98,83.48,83.76,81.32,"331.07K","-1.80%"
2023-08-12,83.48,83.58,84,83.27,"178.59K","-0.12%"
2023-08-11,83.58,83.14,83.65,82.78,"186.71K","0.53%"
2023-08-10,83.14,84.08,84.38,82.68,"337.54K","-1.09%"
2023-08-09,84.06,83.88,84.53,83.19,"380.98K","0.21%"
2023-08-08,83.88,82.48,85.35,81.79,"735.79K","1.70%"
2023-08-07,82.48,82.57,83.43,80.16,"531.61K","-0.12%"
2023-08-06,82.58,83.11,83.49,81.95,"376.30K","-0.65%"
2023-08-05,83.12,82.2,83.42,81.47,"353.83K","1.12%"
2023-08-04,82.2,82.65,83.87,81.15,"959.86K","-0.54%"
2023-08-03,82.65,87.55,88.38,81.69,"1.13M","-5.58%"
2023-08-02,87.53,93.97,94.5,86.16,"1.52M","-6.85%"
2023-08-01,93.97,92.22,93.97,89.36,"1.19M","1.90%"
2023-07-31,92.22,94.03,95.02,91.18,"751.01K","-1.92%"
2023-07-30,94.03,94.37,95.96,91.22,"1.12M","-0.36%"
2023-07-29,94.37,91.45,94.87,90.87,"482.21K","3.19%"
2023-07-28,91.45,90.59,91.98,90.55,"400.63K","0.95%"
2023-07-27,90.59,90.66,91.91,89.7,"493.18K","-0.08%"
2023-07-26,90.66,89.45,91.11,88.62,"523.69K","1.35%"
2023-07-25,89.45,89.14,90.09,88.6,"437.94K","0.35%"
2023-07-24,89.14,93.15,93.35,87.75,"744.27K","-4.30%"
2023-07-23,93.15,92.09,93.54,91.58,"459.36K","1.15%"
2023-07-22,92.09,94.1,96.29,91.41,"523.23K","-2.14%"
2023-07-21,94.1,92.37,94.74,91.79,"562.39K","1.92%"
2023-07-20,92.33,91.99,94.94,91.55,"761.66K","0.37%"
2023-07-19,91.99,91.58,94.17,91.45,"610.56K","0.45%"
2023-07-18,91.58,92.18,92.93,89.51,"547.01K","-0.65%"
2023-07-17,92.18,92.87,93.56,89.65,"825.01K","-0.74%"
2023-07-16,92.87,94.78,95.33,91.94,"493.20K","-2.02%"
2023-07-15,94.78,95.14,95.76,93.92,"474.35K","-0.38%"
2023-07-14,95.14,101.84,103.44,92.35,"1.47M","-6.58%"
2023-07-13,101.84,96.21,104.17,95.64,"1.78M","5.85%"
2023-07-12,96.21,96.77,97.82,94.29,"681.20K","-0.58%"
2023-07-11,96.77,96.76,98.2,95.6,"775.78K","0.01%"
2023-07-10,96.76,95.12,97.79,92.46,"1.11M","1.72%"
2023-07-09,95.12,97.79,98.37,94.79,"468.57K","-2.77%"
2023-07-08,97.83,98.23,98.47,96.63,"431.21K","-0.41%"
2023-07-07,98.23,95.32,98.58,94.66,"866.88K","3.05%"
2023-07-06,95.32,102.54,105.93,95.18,"1.70M","-7.04%"
2023-07-05,102.54,104.26,106.59,98.78,"1.41M","-1.57%"
2023-07-04,104.18,107.28,109.42,104.18,"934.81K","-2.89%"
2023-07-03,107.28,113.35,114.76,105.62,"1.44M","-5.36%"
2023-07-02,113.35,107.12,113.84,105.1,"2.30M","5.60%"
2023-07-01,107.34,108.66,112.63,104.29,"2.62M","-1.21%"
2023-06-30,108.66,84.71,111.26,84.3,"5.47M","28.27%"
2023-06-29,84.71,82.98,85.73,82.98,"484.84K","2.08%"
2023-06-28,82.98,88.07,88.09,81.66,"639.37K","-5.78%"
2023-06-27,88.07,87.19,89.37,86.95,"470.38K","1.01%"
2023-06-26,87.19,88.22,90.23,86.12,"656.58K","-1.17%"
2023-06-25,88.22,89.67,90.4,86.8,"566.52K","-1.62%"
2023-06-24,89.67,91.27,93.71,86.7,"834.19K","-1.75%"
2023-06-23,91.27,85.97,92.96,85.24,"1.04M","6.16%"
2023-06-22,85.97,85.12,88.84,84.33,"796.86K","1.00%"
2023-06-21,85.12,80.31,87.27,80.01,"1.23M","5.99%"
2023-06-20,80.31,77.51,80.84,75.87,"550.33K","3.61%"
2023-06-19,77.51,77.2,77.73,76.21,"316.59K","0.40%"
2023-06-18,77.2,76.87,78.45,76.4,"294.01K","0.43%"
2023-06-17,76.87,76.12,77.76,75.73,"301.80K","0.99%"
2023-06-16,76.12,74.55,76.84,74.2,"419.34K","2.01%"
2023-06-15,74.62,73.17,75.11,72.14,"512.98K","1.98%"
2023-06-14,73.17,77.49,78.12,71.53,"678.68K","-5.57%"
2023-06-13,77.49,77.5,79.53,76.34,"560.57K","-0.01%"
2023-06-12,77.5,77.69,77.85,75.35,"624.47K","-0.24%"
2023-06-11,77.69,77.17,78.95,76.18,"601.30K","0.67%"
2023-06-10,77.17,89.29,89.33,74.86,"1.93M","-13.57%"
2023-06-09,89.29,88.5,89.95,87.11,"437.58K","0.89%"
2023-06-08,88.5,88.83,89.51,87.22,"405.87K","-0.37%"
2023-06-07,88.83,90.92,91.2,87.5,"691.67K","-2.30%"
2023-06-06,90.92,87.7,91.34,85.89,"836.84K","3.67%"
2023-06-05,87.7,94.25,94.54,84.03,"1.32M","-6.95%"
2023-06-04,94.25,96.02,96.47,94.1,"492.50K","-1.84%"
2023-06-03,96.02,95.48,97.43,94.22,"596.53K","0.57%"
2023-06-02,95.48,94.18,95.63,92.81,"714.44K","1.38%"
2023-06-01,94.18,90.44,95.85,89.43,"1.36M","4.12%"
2023-05-31,90.45,92.24,92.68,88.12,"730.32K","-1.94%"
2023-05-30,92.24,90.86,93.3,90.57,"553.23K","1.52%"
2023-05-29,90.86,91.46,92.16,90.23,"484.97K","-0.66%"
2023-05-28,91.46,88.58,92.24,88.22,"582.84K","3.25%"
2023-05-27,88.58,87.16,88.79,86.92,"337.31K","1.63%"
2023-05-26,87.16,86.57,88.2,86.08,"683.65K","0.54%"
2023-05-25,86.69,85.83,86.71,83,"834.71K","1.00%"
2023-05-24,85.83,91.7,91.86,84.88,"1.24M","-6.40%"
2023-05-23,91.7,90.83,93.09,90.42,"437.56K","0.94%"
2023-05-22,90.85,92.22,92.79,89.92,"462.68K","-1.49%"
2023-05-21,92.22,92.43,93.36,91.28,"434.34K","-0.23%"
2023-05-20,92.43,91.8,92.75,90.65,"332.30K","0.77%"
2023-05-19,91.72,90.38,93.28,90.29,"674.21K","1.48%"
2023-05-18,90.38,93.87,94.16,89.31,"778.95K","-3.64%"
2023-05-17,93.79,89.86,94.97,89.65,"1.63M","4.37%"
2023-05-16,89.86,86.94,90.41,86.21,"1.21M","3.36%"
2023-05-15,86.94,83.52,88.43,82.21,"1.11M","4.09%"
2023-05-14,83.52,80.25,83.93,79.73,"475.09K","4.07%"
2023-05-13,80.25,80.45,81.07,80.02,"378.30K","-0.25%"
2023-05-12,80.45,80.88,81.46,77.49,"770.90K","-0.53%"
2023-05-11,80.88,80.94,81.91,78.4,"787.84K","-0.07%"
2023-05-10,80.94,79.88,82.02,77.5,"862.78K","1.33%"
2023-05-09,79.88,77.78,80.06,77.31,"652.68K","2.70%"
2023-05-08,77.78,83.44,85.17,75.86,"1.09M","-6.78%"
2023-05-07,83.44,83.25,84.66,82.98,"405.45K","0.23%"
2023-05-06,83.25,88.61,89.24,81.01,"808.79K","-6.05%"
2023-05-05,88.61,88.37,89.64,86.75,"462.78K","0.27%"
2023-05-04,88.37,88.87,89.15,87.48,"317.22K","-0.56%"
2023-05-03,88.87,88.13,89.81,85.59,"561.80K","0.84%"
2023-05-02,88.13,86.76,89.1,86.07,"424.98K","1.58%"
2023-05-01,86.76,88.14,88.86,85.22,"538.48K","-1.57%"
2023-04-30,88.14,91.06,91.38,87.92,"395.84K","-3.21%"
2023-04-29,91.06,89.63,91.53,89.26,"351.33K","1.60%"
2023-04-28,89.63,89.73,90.28,88.03,"464.52K","-0.11%"
2023-04-27,89.73,88.12,90.59,87.52,"669.48K","1.83%"
2023-04-26,88.12,91,93.96,84.63,"985.51K","-3.16%"
2023-04-25,91,88.31,91.74,87.22,"767.40K","3.05%"
2023-04-24,88.31,86.75,88.98,86.17,"651.40K","1.77%"
2023-04-23,86.77,87,87.07,84.53,"394.86K","-0.26%"
2023-04-22,87,85.33,87.13,84.81,"413.35K","1.96%"
2023-04-21,85.33,90.18,90.81,84.62,"811.75K","-5.38%"
2023-04-20,90.18,90.5,92.36,87.34,"923.71K","-0.35%"
2023-04-19,90.5,101.78,101.88,88.95,"1.26M","-11.07%"
2023-04-18,101.77,98.89,103.1,97.79,"816.03K","2.97%"
2023-04-17,98.83,100.03,100.28,97.51,"692.90K","-1.20%"
2023-04-16,100.03,96.66,102.04,95.1,"902.41K","3.49%"
2023-04-15,96.66,96.34,97.29,94.75,"343.20K","0.33%"
2023-04-14,96.34,94.19,98.88,93.76,"1.04M","2.28%"
2023-04-13,94.19,92.07,94.53,91.7,"607.45K","2.36%"
2023-04-12,92.02,94.23,94.65,90.95,"713.64K","-2.35%"
2023-04-11,94.23,93.79,96.95,93.18,"759.08K","0.47%"
2023-04-10,93.79,90.59,94.35,89.86,"522.21K","3.53%"
2023-04-09,90.59,89.91,91.01,89.15,"253.68K","0.76%"
2023-04-08,89.91,90.58,91.35,89.32,"199.11K","-0.74%"
2023-04-07,90.58,90.97,91.47,89.23,"301.55K","-0.43%"
2023-04-06,90.97,92.67,92.67,89.84,"385.57K","-1.83%"
2023-04-05,92.67,92.53,94.95,91.19,"690.27K","0.15%"
2023-04-04,92.53,92.98,93.98,91.59,"505.40K","-0.48%"
2023-04-03,92.98,92.81,95.77,90.06,"909.19K","0.18%"
2023-04-02,92.81,92.56,94.55,90.55,"641.05K","0.27%"
2023-04-01,92.56,89.57,94.09,89.38,"687.35K","3.34%"
2023-03-31,89.57,89.07,90.22,87.63,"489.79K","0.56%"
2023-03-30,89.07,91.3,93.26,86.77,"751.28K","-2.44%"
2023-03-29,91.3,89.08,92.95,88.98,"709.00K","2.49%"
2023-03-28,89.08,89.22,89.55,85.66,"881.91K","-0.16%"
2023-03-27,89.22,93.32,93.72,87.8,"763.81K","-4.48%"
2023-03-26,93.4,91.52,94.79,90.64,"588.28K","2.05%"
2023-03-25,91.52,93.6,93.97,90.03,"685.11K","-2.22%"
2023-03-24,93.6,93.6,95.75,89.45,"1.33M","-0.09%"
2023-03-23,93.68,87.25,94.46,85.6,"1.87M","7.37%"
2023-03-22,87.25,82.43,88.07,79.41,"1.76M","5.85%"
2023-03-21,82.43,78.02,83.42,76.88,"906.64K","5.65%"
2023-03-20,78.02,83.92,84.28,77.78,"942.45K","-6.98%"
2023-03-19,83.87,83.01,86.18,82.14,"612.79K","1.04%"
2023-03-18,83.01,85.51,87.85,82.3,"990.43K","-2.92%"
2023-03-17,85.51,78.86,85.51,78.2,"935.08K","8.35%"
2023-03-16,78.92,76.35,79.75,75.64,"792.57K","3.37%"
2023-03-15,76.35,84,85.4,75.21,"1.32M","-9.11%"
2023-03-14,84,81.46,88.1,79.24,"1.37M","3.07%"
2023-03-13,81.5,76.22,82.92,74.61,"1.84M","6.93%"
2023-03-12,76.22,69.21,76.3,67.44,"1.39M","10.11%"
2023-03-11,69.22,71.43,73.74,65.1,"1.90M","-3.09%"
2023-03-10,71.43,76.71,76.81,68.41,"1.96M","-6.92%"
2023-03-09,76.74,82.76,84.9,75.13,"1.10M","-7.27%"
2023-03-08,82.76,86.29,86.65,81.7,"626.05K","-4.09%"
2023-03-07,86.29,87.36,88.94,84.35,"642.56K","-1.22%"
2023-03-06,87.36,89.93,90.6,86.71,"628.92K","-2.86%"
2023-03-05,89.93,89.34,91.73,89.19,"358.53K","0.66%"
2023-03-04,89.34,90.54,90.83,87.56,"348.03K","-1.33%"
2023-03-03,90.54,95.34,95.42,86.12,"934.00K","-5.03%"
2023-03-02,95.34,97.85,98.27,93.92,"530.73K","-2.57%"
2023-03-01,97.85,93.79,98.19,93.64,"578.27K","4.33%"
2023-02-28,93.79,94.07,95.99,93.1,"380.29K","-0.30%"
2023-02-27,94.07,95.27,96.07,92.6,"390.66K","-1.26%"
2023-02-26,95.27,93.16,95.52,92.79,"343.66K","2.26%"
2023-02-25,93.16,91.58,93.47,90.62,"426.38K","1.73%"
2023-02-24,91.58,94.58,95.21,90.17,"501.50K","-3.17%"
2023-02-23,94.58,95.25,96.25,93.36,"474.25K","-0.70%"
2023-02-22,95.25,93.81,95.5,91.73,"693.30K","1.54%"
2023-02-21,93.81,95.92,96.76,91.77,"739.57K","-2.20%"
2023-02-20,95.92,97.6,98.55,94.5,"935.35K","-1.72%"
2023-02-19,97.6,99.72,101.47,96.95,"433.84K","-2.13%"
2023-02-18,99.72,100.15,101.86,98.94,"434.89K","-0.43%"
2023-02-17,100.15,98.54,101.59,98.29,"569.62K","1.63%"
2023-02-16,98.54,102.85,105.25,98.51,"687.33K","-4.19%"
2023-02-15,102.85,95.79,102.96,95.06,"764.48K","7.37%"
2023-02-14,95.79,91.07,95.89,90.35,"622.12K","5.18%"
2023-02-13,91.07,92.51,94.95,88.36,"740.12K","-1.54%"
2023-02-12,92.49,94.29,94.57,91.13,"306.63K","-1.91%"
2023-02-11,94.29,93.45,94.81,92.66,"360.04K","0.90%"
2023-02-10,93.45,92.06,94.15,91.09,"640.82K","1.51%"
2023-02-09,92.06,99.22,99.48,90.01,"930.28K","-7.22%"
2023-02-08,99.22,100.87,102.3,96.94,"559.84K","-1.64%"
2023-02-07,100.87,95.9,101.46,95.9,"672.71K","5.18%"
2023-02-06,95.9,96.63,97.95,95.15,"371.48K","-0.76%"
2023-02-05,96.63,98.5,98.88,94.94,"417.62K","-1.87%"
2023-02-04,98.47,99.87,101.33,98.25,"357.02K","-1.40%"
2023-02-03,99.87,98.46,100.73,97.52,"570.02K","1.43%"
2023-02-02,98.46,100.33,102.11,97.99,"729.49K","-1.86%"
2023-02-01,100.33,94.14,102.4,93.78,"1.33M","6.58%"
2023-01-31,94.14,91.26,96.26,91.26,"1.05M","3.16%"
2023-01-30,91.26,94.88,95.97,89.01,"986.47K","-3.82%"
2023-01-29,94.88,89.67,97.53,89.67,"1.27M","5.81%"
2023-01-28,89.67,88.9,89.9,87.16,"392.05K","0.85%"
2023-01-27,88.91,87.58,89.21,85.82,"418.64K","1.52%"
2023-01-26,87.58,89.34,89.92,86.9,"476.01K","-1.97%"
2023-01-25,89.34,87.23,91.86,85.56,"529.32K","2.40%"
2023-01-24,87.25,89.86,91.28,86.1,"500.07K","-2.90%"
2023-01-23,89.86,87.57,92.98,87.55,"691.22K","2.62%"
2023-01-22,87.57,87.87,90.02,86.61,"501.90K","-0.43%"
2023-01-21,87.95,90.32,91.49,87.87,"720.86K","-2.62%"
2023-01-20,90.32,84.2,91.04,83.01,"757.42K","7.23%"
2023-01-19,84.23,82.62,84.5,81.82,"484.91K","1.95%"
2023-01-18,82.62,86.99,88.36,82.4,"935.81K","-5.02%"
2023-01-17,86.99,85.91,88.93,84.74,"740.82K","1.26%"
2023-01-16,85.91,87.4,89.09,84.53,"750.06K","-1.70%"
2023-01-15,87.4,87.82,88.59,85.51,"586.55K","-0.48%"
2023-01-14,87.82,86.26,90.91,85.93,"1.75M","1.81%"
2023-01-13,86.26,86.12,87.78,83.64,"891.19K","0.16%"
2023-01-12,86.12,84.02,86.13,82.36,"1.43M","2.50%"
2023-01-11,84.02,80.83,84.96,79.9,"968.49K","3.95%"
2023-01-10,80.83,81.63,82.84,79.53,"848.09K","-0.98%"
2023-01-09,81.63,78.48,83.41,78.16,"1.18M","4.01%"
2023-01-08,78.48,76.34,78.48,75.28,"625.89K","2.80%"
2023-01-07,76.34,75.93,76.67,75.55,"388.94K","0.54%"
2023-01-06,75.93,74.24,76.45,72.78,"797.96K","2.28%"
2023-01-05,74.24,75.41,76.26,73.71,"562.35K","-1.55%"
2023-01-04,75.41,75.57,77.84,74.5,"772.65K","-0.21%"
2023-01-03,75.57,74.74,76.33,73.72,"725.82K","1.07%"
2023-01-02,74.77,70.91,76.55,70.08,"1.06M","5.44%"
2023-01-01,70.91,70.08,71.43,69.05,"497.86K","1.18%"
2022-12-31,70.08,67.94,71.03,67.62,"563.95K","3.15%"
2022-12-30,67.94,66.66,68.44,66.09,"476.53K","1.92%"
2022-12-29,66.66,66.32,67.24,65.58,"498.34K","0.51%"
2022-12-28,66.32,68.68,69.45,65.73,"693.14K","-3.44%"
2022-12-27,68.68,70.77,71.02,67.81,"688.64K","-2.95%"
2022-12-26,70.77,69.17,70.93,68.63,"725.15K","2.31%"
2022-12-25,69.17,65.76,69.6,65.39,"561.70K","5.19%"
2022-12-24,65.76,65.74,66.05,65.07,"218.83K","0.03%"
2022-12-23,65.74,66.2,66.66,65,"387.54K","-0.69%"
2022-12-22,66.2,65.43,66.7,64.34,"505.76K","1.18%"
2022-12-21,65.43,65.62,66.78,64.73,"573.30K","-0.29%"
2022-12-20,65.62,63.4,66.01,63.11,"849.77K","3.50%"
2022-12-19,63.4,64.39,64.93,61.09,"866.19K","-1.54%"
2022-12-18,64.39,64.89,65.74,63.17,"639.11K","-0.77%"
2022-12-17,64.89,66.28,67.59,62.83,"1.34M","-2.10%"
2022-12-16,66.28,72.37,73.53,65.07,"1.16M","-8.42%"
2022-12-15,72.37,75.29,75.44,71.9,"600.38K","-3.88%"
2022-12-14,75.29,77.39,79.08,74.43,"911.55K","-2.71%"
2022-12-13,77.39,76.22,79.76,74.36,"1.02M","1.56%"
2022-12-12,76.2,76.55,76.69,73.6,"656.12K","-0.46%"
2022-12-11,76.55,76.36,78.36,76.29,"348.16K","0.24%"
2022-12-10,76.37,76.31,77.4,75.76,"301.24K","0.08%"
2022-12-09,76.31,78.28,78.77,75.94,"622.25K","-2.52%"
2022-12-08,78.28,76.85,78.72,74.57,"911.78K","1.86%"
2022-12-07,76.85,79.9,80.38,75.99,"864.81K","-3.82%"
2022-12-06,79.9,80.18,81.68,77.8,"802.74K","-0.35%"
2022-12-05,80.18,77.13,83.98,76.86,"1.70M","3.95%"
2022-12-04,77.13,76.47,77.45,75.8,"391.30K","0.86%"
2022-12-03,76.47,77.98,78.03,75.44,"432.65K","-1.94%"
2022-12-02,77.98,77.56,78.06,75.47,"581.98K","0.54%"
2022-12-01,77.56,79.15,80.52,76.33,"968.38K","-2.01%"
2022-11-30,79.15,75.77,80.52,75.56,"1.11M","4.46%"
2022-11-29,75.77,73.97,77.62,73.53,"1.21M","2.53%"
2022-11-28,73.9,74.92,75.31,70.61,"1.47M","-1.36%"
2022-11-27,74.92,76.46,79.23,74.43,"994.97K","-2.01%"
2022-11-26,76.46,73.95,79.5,73.91,"1.27M","3.39%"
2022-11-25,73.95,78.7,79.15,73.37,"1.55M","-6.04%"
2022-11-24,78.7,78.99,79.45,75.48,"1.70M","-0.37%"
2022-11-23,78.99,70.61,81.91,69.66,"3.06M","11.87%"
2022-11-22,70.61,61.34,71.11,61.22,"2.21M","15.11%"
2022-11-21,61.34,62.12,63.41,59.58,"1.22M","-1.22%"
2022-11-20,62.1,63.96,64.63,60.49,"739.56K","-2.91%"
2022-11-19,63.96,63.61,64.4,62.6,"585.82K","2.62%"
2022-11-18,62.33,62.19,63.82,61.63,"850.90K","0.14%"
2022-11-17,62.24,56.92,63.23,56.92,"1.09M","9.35%"
2022-11-16,56.92,58.05,60.16,56.82,"697.99K","-1.95%"
2022-11-15,58.05,56.62,59.52,56.5,"786.14K","2.53%"
2022-11-14,56.62,57.36,59.17,53.61,"1.46M","-1.29%"
2022-11-13,57.36,59.85,60.29,56.47,"585.96K","-4.16%"
2022-11-12,59.85,61.45,61.69,58.29,"768.92K","-2.60%"
2022-11-11,61.45,60.48,64.21,58.58,"1.92M","1.60%"
2022-11-10,60.48,50.62,61.22,50.08,"2.07M","19.48%"
2022-11-09,50.62,57.82,59.73,48,"2.10M","-12.45%"
2022-11-08,57.82,67.39,68.59,54.33,"2.19M","-14.20%"
2022-11-07,67.39,68.26,72.94,66.38,"1.39M","-1.27%"
2022-11-06,68.26,69.29,70.68,67.63,"804.87K","-1.63%"
2022-11-05,69.39,67.57,71.72,67.11,"1.11M","2.69%"
2022-11-04,67.57,61.87,70.21,61.69,"1.44M","9.21%"
2022-11-03,61.87,60.86,64.54,60.17,"1.38M","1.66%"
2022-11-02,60.86,55.1,62.37,54.71,"2.10M","10.41%"
2022-11-01,55.12,55.04,55.9,54.52,"350.51K","0.15%"
2022-10-31,55.04,55.35,56.4,54.07,"474.61K","-0.56%"
2022-10-30,55.35,56.62,57.47,54.73,"375.73K","-2.24%"
2022-10-29,56.62,54.92,57.48,54.7,"551.72K","3.10%"
2022-10-28,54.92,54.73,55.47,53.54,"434.33K","0.35%"
2022-10-27,54.73,56.4,56.65,54.55,"429.44K","-2.96%"
2022-10-26,56.4,55.88,57.56,55.7,"516.75K","0.93%"
2022-10-25,55.88,52.54,56.8,52.28,"560.30K","6.36%"
2022-10-24,52.54,54.03,54.2,52.11,"349.61K","-2.76%"
2022-10-23,54.03,52.18,54.03,51.83,"251.14K","3.55%"
2022-10-22,52.18,51.6,52.47,51.37,"187.50K","1.12%"
2022-10-21,51.6,51.22,51.8,49.7,"305.42K","0.74%"
2022-10-20,51.22,50.96,52.03,50.58,"271.49K","0.51%"
2022-10-19,50.96,51.88,52,50.81,"232.71K","-1.77%"
2022-10-18,51.88,51.82,52.17,50.75,"267.16K","0.12%"
2022-10-17,51.82,51.41,52.13,51.07,"219.44K","0.80%"
2022-10-16,51.41,50.39,51.78,50.33,"230.96K","2.02%"
2022-10-15,50.39,51.31,51.66,50.32,"230.31K","-1.79%"
2022-10-14,51.31,51.12,52.57,50.92,"320.86K","0.37%"
2022-10-13,51.12,52.23,52.5,48.39,"598.84K","-2.13%"
2022-10-12,52.23,52.02,52.94,51.69,"355.75K","0.40%"
2022-10-11,52.02,52.6,52.6,51.36,"325.90K","-1.10%"
2022-10-10,52.6,53.89,54.45,52.5,"392.71K","-2.47%"
2022-10-09,53.93,52.79,53.98,52.7,"197.64K","2.16%"
2022-10-08,52.79,52.83,53.53,52.43,"244.83K","-0.08%"
2022-10-07,52.83,53.53,53.84,52.32,"353.96K","-1.25%"
2022-10-06,53.5,54.62,55.05,53.37,"389.63K","-2.05%"
2022-10-05,54.62,55.27,55.28,53.36,"340.56K","-1.18%"
2022-10-04,55.27,54.17,55.69,53.89,"379.54K","2.03%"
2022-10-03,54.17,51.81,54.32,51.63,"377.55K","4.64%"
2022-10-02,51.77,52.91,53.45,51.7,"245.70K","-2.17%"
2022-10-01,52.92,53.49,53.82,52.53,"228.14K","-1.07%"
2022-09-30,53.49,53.96,55.07,52.87,"417.56K","-0.87%"
2022-09-29,53.96,53.3,54.12,52.31,"415.48K","1.28%"
2022-09-28,53.28,52.65,53.79,51.1,"487.00K","1.20%"
2022-09-27,52.65,53.43,55.46,51.89,"594.09K","-1.46%"
2022-09-26,53.43,52.52,53.72,51.91,"462.57K","1.73%"
2022-09-25,52.52,53.43,54.39,52.29,"388.52K","-1.70%"
2022-09-24,53.43,55.29,55.8,53.21,"477.66K","-3.36%"
2022-09-23,55.29,53.55,55.32,51.54,"626.03K","3.25%"
2022-09-22,53.55,51.14,54.06,50.65,"617.84K","4.71%"
2022-09-21,51.14,52.3,55.49,50.27,"948.41K","-2.22%"
