"Date","Price","Open","High","Low","Vol.","Change.."
2024-11-16,95.39,83.7,98.36,82.87,"4.25M","13.97%"
2024-11-15,83.7,82.26,87.14,78.9,"2.33M","1.76%"
2024-11-14,82.25,75.4,84.67,74.25,"3.60M","9.09%"
2024-11-13,75.4,76.64,77.88,71.88,"1.71M","-1.62%"
2024-11-12,76.64,80.02,82.71,74.13,"2.47M","-4.21%"
2024-11-11,80.01,76.53,80.24,74.63,"2.47M","4.54%"
2024-11-10,76.53,73.98,78.19,73.63,"1.50M","3.44%"
2024-11-09,73.98,72.78,74.18,71.61,"532.93K","1.65%"
2024-11-08,72.78,71.44,73.02,70.68,"591.83K","1.88%"
2024-11-07,71.44,71.02,72.34,69.97,"601.30K","0.57%"
2024-11-06,71.03,65.4,71.61,65.4,"1.18M","8.61%"
2024-11-05,65.4,65.55,67.28,64.88,"561.52K","-0.23%"
2024-11-04,65.55,66.84,67.72,64.46,"466.65K","-1.93%"
2024-11-03,66.84,69.19,69.29,65.28,"494.29K","-3.39%"
2024-11-02,69.18,70.24,71.23,68.86,"321.97K","-1.50%"
2024-11-01,70.24,69.33,71.04,67.76,"541.17K","1.36%"
2024-10-31,69.3,71.76,72.07,68.49,"505.26K","-3.44%"
2024-10-30,71.77,73.98,74.26,71.5,"421.59K","-2.99%"
2024-10-29,73.98,70.8,74.35,70.71,"575.70K","4.50%"
2024-10-28,70.79,71.06,71.55,69.64,"424.02K","-0.40%"
2024-10-27,71.08,68.47,71.2,68.03,"242.32K","3.81%"
2024-10-26,68.47,68.85,69.71,68.08,"315.87K","-0.56%"
2024-10-25,68.85,71.16,72.27,67.02,"548.94K","-3.24%"
2024-10-24,71.15,70.04,71.32,69.3,"360.45K","1.54%"
2024-10-23,70.08,70.04,70.41,67.99,"414.28K","0.05%"
2024-10-22,70.04,70.75,71.6,69.42,"826.97K","-0.97%"
2024-10-21,70.73,74.28,74.55,70.35,"597.11K","-4.78%"
2024-10-20,74.27,74.86,75.62,73.72,"389.80K","-0.78%"
2024-10-19,74.86,73.07,76.06,73.05,"441.08K","2.47%"
2024-10-18,73.06,72.79,74.82,71.91,"641.99K","0.37%"
2024-10-17,72.79,70.08,73.96,69.99,"754.47K","3.84%"
2024-10-16,70.1,70.87,72.98,69.36,"934.60K","-1.10%"
2024-10-15,70.88,66.84,71.67,65.39,"1.42M","6.05%"
2024-10-14,66.84,64.8,67.35,64.15,"595.17K","3.14%"
2024-10-13,64.8,66.19,66.3,64.47,"217.89K","-2.10%"
2024-10-12,66.19,65.55,66.64,65.12,"206.28K","0.98%"
2024-10-11,65.55,64.3,65.9,64.3,"274.79K","1.96%"
2024-10-10,64.29,64.57,65.08,63.41,"298.76K","-0.44%"
2024-10-09,64.57,65.69,65.96,64.14,"368.55K","-1.70%"
2024-10-08,65.69,64.77,66.16,64.58,"314.21K","1.49%"
2024-10-07,64.72,67.04,67.97,64.51,"486.92K","-3.45%"
2024-10-06,67.04,66.28,67.65,66.14,"259.48K","1.14%"
2024-10-05,66.28,64.95,66.35,64.71,"262.17K","2.04%"
2024-10-04,64.95,63.45,65.18,63.33,"293.87K","2.36%"
2024-10-03,63.45,62.95,63.97,61.98,"464.81K","0.80%"
2024-10-02,62.95,63.42,64.75,62.28,"454.17K","-0.75%"
2024-10-01,63.43,66.88,68.55,62.05,"648.52K","-5.16%"
2024-09-30,66.88,69.27,69.34,66.33,"466.20K","-3.46%"
2024-09-29,69.27,69.97,70.3,68.52,"293.19K","-1.00%"
2024-09-28,69.97,71.11,71.49,69.02,"411.05K","-1.60%"
2024-09-27,71.11,68.56,71.2,68.31,"524.06K","3.72%"
2024-09-26,68.56,66.56,68.56,65.65,"393.95K","3.01%"
2024-09-25,66.56,66.7,67.84,65.92,"322.22K","-0.20%"
2024-09-24,66.69,66.95,67.16,65.69,"394.83K","-0.40%"
2024-09-23,66.96,68.71,69.27,66.68,"402.13K","-2.56%"
2024-09-22,68.71,66.84,68.77,66.51,"401.36K","2.80%"
2024-09-21,66.84,65.33,67.12,64.85,"302.78K","2.31%"
2024-09-20,65.33,65.43,66.44,64.36,"465.71K","-0.15%"
2024-09-19,65.43,64.83,66.05,64.7,"449.13K","0.95%"
2024-09-18,64.81,63.78,64.82,62.45,"397.82K","1.61%"
2024-09-17,63.79,62.62,64.03,61.96,"409.68K","1.86%"
2024-09-16,62.62,63.25,63.73,62.11,"357.81K","-1.00%"
2024-09-15,63.26,65.91,66.31,62.97,"393.06K","-4.02%"
2024-09-14,65.91,64.92,66.74,64.89,"520.53K","1.55%"
2024-09-13,64.9,62.84,64.98,62.42,"528.14K","3.27%"
2024-09-12,62.84,62.18,63.13,61.53,"495.62K","1.08%"
2024-09-11,62.18,61.52,62.41,60.14,"644.70K","1.07%"
2024-09-10,61.52,61.42,61.77,60.36,"498.92K","0.16%"
2024-09-09,61.42,60.91,61.74,59.67,"795.77K","0.84%"
2024-09-08,60.91,62.07,62.28,59.98,"572.74K","-1.92%"
2024-09-07,62.1,63.04,64.15,61.67,"458.46K","-1.49%"
2024-09-06,63.04,66.07,66.79,61.25,"646.86K","-4.62%"
2024-09-05,66.09,65.42,68.44,64.44,"962.94K","1.03%"
2024-09-04,65.42,64.35,66.21,62.21,"589.89K","1.67%"
2024-09-03,64.34,65.37,66.37,64.32,"434.49K","-1.57%"
2024-09-02,65.37,63.57,65.72,62.64,"455.14K","2.82%"
2024-09-01,63.58,64.97,65.1,62.92,"346.80K","-2.14%"
2024-08-31,64.97,64.91,66.37,64.87,"426.77K","0.10%"
2024-08-30,64.9,62.51,65.4,61.58,"601.19K","3.83%"
2024-08-29,62.51,61.81,63.89,61.09,"801.24K","1.14%"
2024-08-28,61.8,60.44,62.37,59.48,"493.70K","2.23%"
2024-08-27,60.45,63.07,63.96,59.21,"536.43K","-4.17%"
2024-08-26,63.08,64.82,65.08,63.07,"422.49K","-2.73%"
2024-08-25,64.85,66.58,66.87,64.44,"348.04K","-2.59%"
2024-08-24,66.58,66.12,67.98,65.44,"428.25K","0.70%"
2024-08-23,66.11,63.79,66.78,63.53,"538.81K","3.64%"
2024-08-22,63.79,64.29,64.36,62.59,"409.21K","-0.80%"
2024-08-21,64.31,64.41,64.76,62.06,"625.41K","-0.17%"
2024-08-20,64.42,66.32,67.29,63.22,"547.71K","-2.87%"
2024-08-19,66.32,66.34,67.42,66.01,"429.16K","-0.03%"
2024-08-18,66.34,67.57,68.11,66.14,"364.37K","-1.80%"
2024-08-17,67.56,66.51,67.83,65.9,"306.24K","1.57%"
2024-08-16,66.51,65.32,66.76,64.37,"598.44K","1.89%"
2024-08-15,65.28,64.06,66.86,63.6,"827.25K","1.90%"
2024-08-14,64.06,63.44,64.68,62.73,"465.13K","0.98%"
2024-08-13,63.44,61.51,63.46,61.15,"420.05K","3.15%"
2024-08-12,61.51,59.72,62.02,59.28,"575.42K","3.04%"
2024-08-11,59.7,61.17,62.28,58.94,"415.14K","-2.41%"
2024-08-10,61.17,60.73,61.55,60.15,"252.99K","0.73%"
2024-08-09,60.73,61.14,61.23,59.42,"388.39K","-0.74%"
2024-08-08,61.18,55.94,61.91,55.25,"519.66K","9.38%"
2024-08-07,55.94,58.25,59.49,55.45,"866.29K","-3.98%"
2024-08-06,58.26,56.08,59.29,56.03,"716.02K","3.90%"
2024-08-05,56.07,62.45,62.56,50.31,"3.56M","-10.21%"
2024-08-04,62.44,64.66,65.21,60.4,"533.85K","-3.45%"
2024-08-03,64.67,65.07,66.36,62.62,"617.79K","-0.61%"
2024-08-02,65.07,69.6,69.95,64.16,"637.24K","-6.54%"
2024-08-01,69.62,70.15,71.43,66.07,"598.28K","-0.76%"
2024-07-31,70.15,71.7,72.9,69.97,"375.05K","-2.16%"
2024-07-30,71.7,73.7,74.55,71.19,"337.37K","-2.72%"
2024-07-29,73.71,71.07,76.72,71.05,"998.10K","3.71%"
2024-07-28,71.07,71.32,71.75,70.36,"211.13K","-0.32%"
2024-07-27,71.3,71.31,72.32,70.45,"341.44K","-0.01%"
2024-07-26,71.31,68.81,71.68,68.77,"336.16K","3.60%"
2024-07-25,68.83,71.26,71.65,67.34,"757.79K","-3.40%"
2024-07-24,71.26,72.9,73.64,70.75,"402.25K","-2.25%"
2024-07-23,72.9,71.26,73.05,70.49,"487.73K","2.32%"
2024-07-22,71.25,73.97,74.6,70.77,"576.03K","-3.68%"
2024-07-21,73.97,73.04,74.09,71.5,"374.94K","1.27%"
2024-07-20,73.04,73.41,73.87,72.33,"279.06K","-0.50%"
2024-07-19,73.41,71.64,74.11,69.7,"544.45K","2.47%"
2024-07-18,71.64,71.37,72.93,70.55,"321.66K","0.37%"
2024-07-17,71.37,73.2,74.23,71.2,"463.01K","-2.50%"
2024-07-16,73.2,72.3,74.02,70.36,"671.54K","1.18%"
2024-07-15,72.35,69.94,72.52,69.74,"623.99K","3.47%"
2024-07-14,69.92,69.81,70.48,69.26,"331.98K","0.17%"
2024-07-13,69.81,69.25,70.59,69.15,"373.25K","0.80%"
2024-07-12,69.25,67.35,69.41,66.8,"547.71K","2.82%"
2024-07-11,67.35,66.97,69.1,66.45,"390.44K","0.57%"
2024-07-10,66.97,65.29,67.27,64.54,"370.87K","2.57%"
2024-07-09,65.29,64.92,66.26,64.29,"318.23K","0.57%"
2024-07-08,64.92,61.99,66.2,59.3,"762.26K","4.72%"
2024-07-07,61.99,65.39,65.54,61.67,"390.23K","-5.22%"
2024-07-06,65.41,61.84,65.63,61.43,"466.73K","5.77%"
2024-07-05,61.84,65.37,65.52,57.33,"2.14M","-5.41%"
2024-07-04,65.37,72.16,72.42,65.09,"946.83K","-9.40%"
2024-07-03,72.16,76.04,76.21,71.81,"579.91K","-5.10%"
2024-07-02,76.04,74.38,76.16,74.29,"323.74K","2.23%"
2024-07-01,74.38,75.32,75.96,74.21,"379.92K","-1.24%"
2024-06-30,75.31,74.94,75.97,74.14,"438.96K","0.50%"
2024-06-29,74.94,72.9,76.76,72.89,"489.24K","2.78%"
2024-06-28,72.91,73.28,74.71,72.6,"592.32K","-0.50%"
2024-06-27,73.28,71.01,73.34,70.56,"386.93K","3.19%"
2024-06-26,71.01,71.34,71.95,70.47,"377.43K","-0.47%"
2024-06-25,71.34,69.68,71.95,69.42,"512.60K","2.37%"
2024-06-24,69.69,73.36,73.43,67.8,"982.47K","-4.99%"
2024-06-23,73.35,74.58,75.06,73.34,"282.04K","-1.64%"
2024-06-22,74.57,74.16,74.88,73.57,"232.33K","0.55%"
2024-06-21,74.16,74.72,74.72,72.2,"649.40K","-0.76%"
2024-06-20,74.73,73.74,75.35,73.26,"469.11K","1.34%"
2024-06-19,73.74,72.66,74.95,72.5,"432.31K","1.49%"
2024-06-18,72.66,76.6,76.74,70.78,"1.26M","-5.15%"
2024-06-17,76.6,78.99,79.23,75.22,"592.20K","-3.04%"
2024-06-16,78.99,79.24,80.13,78.63,"245.78K","-0.31%"
2024-06-15,79.24,77.61,79.46,77.47,"281.53K","2.10%"
2024-06-14,77.61,79.15,80.27,76.39,"672.61K","-1.96%"
2024-06-13,79.16,78.51,79.78,77.34,"517.74K","0.83%"
2024-06-12,78.51,77.31,79.25,76.36,"672.73K","1.55%"
2024-06-11,77.31,79.67,79.79,75.89,"1.05M","-2.97%"
2024-06-10,79.67,80.49,80.5,79.09,"320.84K","-1.02%"
2024-06-09,80.49,79.98,80.71,79.52,"220.78K","0.64%"
2024-06-08,79.98,80.12,80.45,78.99,"337.87K","-0.18%"
2024-06-07,80.12,84.19,84.83,75.7,"1.31M","-4.84%"
2024-06-06,84.19,85.42,85.82,84.18,"413.82K","-1.44%"
2024-06-05,85.42,83.65,85.45,83.51,"405.80K","2.11%"
2024-06-04,83.65,82.83,83.69,81.17,"461.68K","1.00%"
2024-06-03,82.82,83.11,84.28,82.69,"491.75K","-0.35%"
2024-06-02,83.11,83.47,83.51,82.22,"340.22K","-0.43%"
2024-06-01,83.47,83.21,83.74,82.95,"215.51K","0.32%"
2024-05-31,83.21,84.43,84.7,82.09,"456.87K","-1.44%"
2024-05-30,84.42,83.58,85.5,81.96,"627.94K","0.99%"
2024-05-29,83.59,83.44,84.17,82.71,"490.74K","0.19%"
2024-05-28,83.44,85.24,85.52,82.11,"668.24K","-2.11%"
2024-05-27,85.24,83.91,86.41,83.83,"490.55K","1.58%"
2024-05-26,83.92,84.98,85.26,83.6,"388.07K","-1.26%"
2024-05-25,84.99,85,85.96,84.45,"361.79K","-0.01%"
2024-05-24,85,85.48,86.47,84.02,"771.51K","-0.57%"
2024-05-23,85.48,85.77,87.94,81.63,"1.49M","-0.34%"
2024-05-22,85.77,88.26,88.48,84.91,"827.25K","-2.81%"
2024-05-21,88.26,88.66,89.53,87.06,"1.27M","-0.46%"
2024-05-20,88.66,82.38,89.06,82.38,"940.42K","7.64%"
2024-05-19,82.37,83.85,84.38,81.8,"328.73K","-1.76%"
2024-05-18,83.85,84.15,84.75,83.5,"300.61K","-0.37%"
2024-05-17,84.16,82.43,84.2,81.94,"449.39K","2.09%"
2024-05-16,82.43,82.45,83.24,81.4,"478.70K","-0.04%"
2024-05-15,82.46,78.79,82.84,78.26,"610.30K","4.66%"
2024-05-14,78.79,80.62,81.38,78.65,"693.68K","-2.27%"
2024-05-13,80.62,81.42,82.53,78.98,"632.52K","-0.97%"
2024-05-12,81.41,81.38,82.17,80.91,"247.59K","0.02%"
2024-05-11,81.39,80.22,82.25,80.16,"355.32K","1.46%"
2024-05-10,80.22,83.07,83.48,79.64,"573.30K","-3.43%"
2024-05-09,83.06,81.69,83.13,80.75,"495.72K","1.68%"
2024-05-08,81.69,80.86,82.21,79.36,"720.46K","1.03%"
2024-05-07,80.86,80.79,82.59,80.01,"639.21K","0.09%"
2024-05-06,80.79,81.34,84.04,80.09,"833.46K","-0.66%"
2024-05-05,81.32,81.65,81.74,80.4,"467.30K","-0.41%"
2024-05-04,81.65,81.85,82.97,81.58,"414.76K","-0.24%"
2024-05-03,81.85,80.04,82.62,79.37,"573.22K","2.26%"
2024-05-02,80.04,80.16,81.27,78.66,"575.07K","-0.15%"
2024-05-01,80.16,79.49,80.89,74.65,"1.07M","0.83%"
2024-04-30,79.49,83.52,84.52,77.47,"869.00K","-4.80%"
2024-04-29,83.5,83.97,85.57,81.78,"726.78K","-0.55%"
2024-04-28,83.97,83.88,85.42,83.64,"541.70K","0.10%"
2024-04-27,83.88,88.09,88.45,83.33,"969.36K","-4.73%"
2024-04-26,88.05,83.79,88.53,83.13,"1.48M","5.08%"
2024-04-25,83.79,83.22,85.04,81.97,"1.16M","0.70%"
2024-04-24,83.2,85.02,87.69,82.38,"1.29M","-2.14%"
2024-04-23,85.02,85.39,86.22,84.07,"582.86K","-0.43%"
2024-04-22,85.39,84.14,86.49,83.97,"784.91K","1.48%"
2024-04-21,84.14,85.07,85.67,82.83,"501.60K","-1.09%"
2024-04-20,85.07,80.86,85.94,80.28,"624.44K","5.21%"
2024-04-19,80.86,80.77,82.13,76.03,"1.07M","0.12%"
2024-04-18,80.77,80.18,82.42,78.7,"1.28M","0.73%"
2024-04-17,80.18,79.93,80.78,76.38,"947.68K","0.30%"
2024-04-16,79.94,78.08,80.42,75.5,"1.13M","2.40%"
2024-04-15,78.07,79.76,82.79,75.74,"2.21M","-2.12%"
2024-04-14,79.76,77.32,80.32,73.79,"2.52M","3.22%"
2024-04-13,77.28,86.09,86.52,70.86,"4.57M","-10.26%"
2024-04-12,86.11,98.76,99.52,80.43,"3.48M","-12.81%"
2024-04-11,98.76,96.7,99.91,94.92,"1.22M","2.13%"
2024-04-10,96.7,97.55,98.28,93.86,"1.32M","-0.88%"
2024-04-09,97.56,103.31,103.42,96.55,"1.37M","-5.57%"
2024-04-08,103.31,101.24,105.89,99.76,"1.61M","2.03%"
2024-04-07,101.25,101.56,105.8,100.27,"1.31M","-0.30%"
2024-04-06,101.56,97.83,102.43,97.19,"1.09M","3.81%"
2024-04-05,97.84,98.4,100.18,95.17,"1.82M","-0.58%"
2024-04-04,98.41,98.33,104.05,96.36,"2.55M","0.12%"
2024-04-03,98.3,106.76,109.61,96.57,"2.60M","-7.93%"
2024-04-02,106.76,99.25,108.92,93.72,"4.17M","7.58%"
2024-04-01,99.24,105.05,112.65,97.32,"3.66M","-5.53%"
2024-03-31,105.05,102.85,106.62,101.56,"1.49M","2.14%"
2024-03-30,102.85,108.89,108.98,101.18,"1.68M","-5.56%"
2024-03-29,108.91,94.09,110.07,92.98,"5.27M","15.75%"
2024-03-28,94.09,93.54,96.46,93.43,"1.63M","0.59%"
2024-03-27,93.54,95.76,98.77,92.42,"2.46M","-2.33%"
2024-03-26,95.77,90.6,96.97,87.61,"2.36M","5.70%"
2024-03-25,90.61,89.65,92,88.58,"1.48M","1.06%"
2024-03-24,89.65,85.27,90.49,85.25,"1.51M","5.15%"
2024-03-23,85.27,83.39,87.48,82.94,"1.16M","2.25%"
2024-03-22,83.39,85.75,86.18,80.7,"1.03M","-2.74%"
2024-03-21,85.74,84.65,86.95,83.62,"1.39M","1.29%"
2024-03-20,84.65,78.55,85.22,77.12,"1.94M","7.73%"
2024-03-19,78.58,86.74,87.74,77.25,"3.32M","-9.40%"
2024-03-18,86.73,85.91,88,80.8,"1.37M","0.99%"
2024-03-17,85.88,84.13,86.79,80.89,"1.16M","2.09%"
2024-03-16,84.13,89.73,90.74,82.4,"1.58M","-6.24%"
2024-03-15,89.73,94.09,95.37,83.72,"2.48M","-4.64%"
2024-03-14,94.1,97.24,98.09,90.12,"2.07M","-3.24%"
2024-03-13,97.25,97.53,98.87,94.22,"1.60M","-0.29%"
2024-03-12,97.53,103.85,104.25,92.21,"3.36M","-6.12%"
2024-03-11,103.89,87.46,105.62,83.8,"4.48M","18.79%"
2024-03-10,87.46,90.69,90.79,85.39,"1.09M","-3.57%"
2024-03-09,90.69,88.35,90.92,86.9,"1.28M","2.64%"
2024-03-08,88.36,88,89.28,84.7,"1.81M","0.41%"
2024-03-07,88,85.81,89.57,83.5,"1.67M","2.55%"
2024-03-06,85.81,82.01,87.35,79.91,"2.03M","4.64%"
2024-03-05,82.01,88.91,91.79,73.57,"4.45M","-7.75%"
2024-03-04,88.9,90.67,92.59,87.57,"2.17M","-1.95%"
2024-03-03,90.67,94.43,94.52,85.07,"1.90M","-4.00%"
2024-03-02,94.44,84.87,94.49,84.49,"3.11M","11.28%"
2024-03-01,84.87,79.87,86.11,79.87,"1.74M","6.25%"
2024-02-29,79.87,74.45,84.9,73.93,"3.29M","7.27%"
2024-02-28,74.45,73.98,77.91,70.74,"2.56M","0.65%"
2024-02-27,73.98,71.94,76.36,71.94,"2.18M","2.86%"
2024-02-26,71.92,70.14,72.95,69.11,"1.04M","2.53%"
2024-02-25,70.14,70.37,70.59,69.76,"437.13K","-0.33%"
2024-02-24,70.37,68.8,70.67,68.63,"513.29K","2.29%"
2024-02-23,68.8,68.84,69.09,67.54,"562.12K","-0.06%"
2024-02-22,68.84,68.91,69.72,67.92,"722.77K","-0.13%"
2024-02-21,68.93,69.64,69.67,67.38,"666.16K","-1.01%"
2024-02-20,69.64,71.29,71.46,67.7,"1.10M","-2.31%"
2024-02-19,71.29,70.78,71.71,70.49,"708.51K","0.71%"
2024-02-18,70.78,69.97,71.33,69.83,"505.38K","1.16%"
2024-02-17,69.97,70.58,70.7,68.22,"593.94K","-0.87%"
2024-02-16,70.58,69.76,70.98,68.9,"769.77K","1.18%"
2024-02-15,69.76,69.82,70.89,69.04,"1.21M","-0.09%"
2024-02-14,69.82,68.96,70.74,68.43,"1.41M","1.25%"
2024-02-13,68.96,72.84,73.15,68.23,"1.71M","-5.34%"
2024-02-12,72.85,71.54,73.44,70.32,"679.41K","1.84%"
2024-02-11,71.54,70.79,73.04,70.62,"845.59K","1.05%"
2024-02-10,70.79,70.63,71.16,69.97,"481.13K","0.24%"
2024-02-09,70.62,70.54,71.95,70.11,"1.10M","0.12%"
2024-02-08,70.54,68.62,70.65,68.39,"609.69K","2.78%"
2024-02-07,68.63,68.29,68.82,67.75,"473.02K","0.50%"
2024-02-06,68.29,67.71,68.8,67.57,"423.07K","0.88%"
2024-02-05,67.69,66.95,68.25,66.6,"347.88K","1.10%"
2024-02-04,66.95,68.79,68.89,66.64,"403.16K","-2.67%"
2024-02-03,68.79,68.03,69.15,67.89,"302.60K","1.12%"
2024-02-02,68.03,67.55,68.43,67.34,"290.37K","0.71%"
2024-02-01,67.55,66.76,68.11,65.74,"409.15K","1.19%"
2024-01-31,66.76,67.5,70,66.25,"825.02K","-1.11%"
2024-01-30,67.51,68.42,68.72,67.21,"378.37K","-1.34%"
2024-01-29,68.42,68.35,68.75,66.85,"543.61K","0.10%"
2024-01-28,68.35,68.04,68.48,67.34,"389.87K","0.47%"
2024-01-27,68.03,67.02,68.33,66.37,"352.82K","1.54%"
2024-01-26,67,65.47,67.54,65.2,"449.51K","2.34%"
2024-01-25,65.47,66.1,66.13,64.6,"366.59K","-0.95%"
2024-01-24,66.1,65.51,66.34,64.89,"538.41K","0.92%"
2024-01-23,65.5,67.35,68.41,63.22,"1.14M","-2.74%"
2024-01-22,67.35,71.74,72.67,66.83,"1.17M","-6.11%"
2024-01-21,71.73,71.34,72.3,70.52,"447.92K","0.54%"
2024-01-20,71.34,71.28,72.74,70.47,"937.30K","0.09%"
2024-01-19,71.28,68.07,71.54,67.05,"944.03K","4.71%"
2024-01-18,68.07,69.46,70.33,66.51,"1.14M","-2.00%"
2024-01-17,69.46,69.48,69.97,68.53,"568.12K","-0.03%"
2024-01-16,69.48,69.13,70.45,68.52,"736.55K","0.51%"
2024-01-15,69.13,69.77,71.57,69,"608.28K","-0.91%"
2024-01-14,69.77,72,72.28,69.58,"704.54K","-3.09%"
2024-01-13,71.99,72.9,73.56,71.01,"992.65K","-1.23%"
2024-01-12,72.89,71.89,77.08,70.54,"2.69M","1.36%"
2024-01-11,71.91,70.07,74.58,69.55,"2.04M","2.61%"
2024-01-10,70.08,66.99,71.14,65.12,"1.46M","4.65%"
2024-01-09,66.97,67.75,67.77,64.27,"1.42M","-1.13%"
2024-01-08,67.74,64.24,68.35,61.07,"1.52M","5.44%"
2024-01-07,64.24,65.64,66.35,63.7,"539.54K","-2.13%"
2024-01-06,65.64,65.99,66.08,63.27,"648.82K","-0.53%"
2024-01-05,65.99,66.41,66.71,63.48,"1.15M","-0.63%"
2024-01-04,66.41,65.21,66.98,64.56,"1.21M","1.84%"
2024-01-03,65.21,72.94,73.6,57.62,"2.80M","-10.60%"
2024-01-02,72.94,74.7,75.87,72.53,"854.92K","-2.34%"
2024-01-01,74.69,72.82,74.76,72.07,"437.99K","2.56%"
2023-12-31,72.83,73.21,74.23,71.91,"601.22K","-0.51%"
2023-12-30,73.2,73.25,74,72.47,"655.05K","-0.06%"
2023-12-29,73.25,76.52,77.76,72.96,"1.33M","-4.28%"
2023-12-28,76.52,75.98,77.48,74.54,"1.48M","0.70%"
2023-12-27,75.99,73.22,77.26,72.18,"1.38M","3.79%"
2023-12-26,73.22,72.19,74.38,71.13,"1.22M","1.42%"
2023-12-25,72.19,71.08,72.73,70.61,"363.85K","1.56%"
2023-12-24,71.08,72.48,72.94,70.33,"508.15K","-1.93%"
2023-12-23,72.48,73.55,74.05,71.41,"472.21K","-1.45%"
2023-12-22,73.55,70.91,73.78,70.41,"539.30K","3.72%"
2023-12-21,70.91,69.84,71.07,68.95,"580.82K","1.53%"
2023-12-20,69.84,70.64,71.89,69.5,"739.78K","-1.13%"
2023-12-19,70.64,70.88,71.64,69.77,"341.74K","-0.34%"
2023-12-18,70.88,71.19,71.53,68.27,"516.43K","-0.44%"
2023-12-17,71.19,72.21,73.62,70.93,"405.33K","-1.41%"
2023-12-16,72.21,70.92,72.51,70.65,"273.15K","1.82%"
2023-12-15,70.92,72.93,72.93,70.65,"388.12K","-2.77%"
2023-12-14,72.94,73.13,74.04,71.39,"673.75K","-0.26%"
2023-12-13,73.13,72.37,74.02,70.27,"716.86K","1.05%"
2023-12-12,72.37,72.69,73.7,71.04,"476.85K","-0.44%"
2023-12-11,72.69,77.18,77.49,71.23,"988.66K","-5.82%"
2023-12-10,77.18,76.31,78.93,76.31,"559.64K","1.14%"
2023-12-09,76.31,78.5,79.51,75.89,"736.57K","-2.79%"
2023-12-08,78.5,74.02,78.77,73.38,"857.42K","6.05%"
2023-12-07,74.02,72.48,74.5,72.06,"564.53K","2.12%"
2023-12-06,72.48,74.34,74.79,72.24,"640.30K","-2.50%"
2023-12-05,74.34,72.91,74.35,71.35,"543.11K","2.02%"
2023-12-04,72.87,72.31,75.05,71.9,"1.01M","0.77%"
2023-12-03,72.31,72.21,72.74,71.33,"285.70K","0.14%"
2023-12-02,72.21,71.58,72.7,71.33,"286.00K","0.88%"
2023-12-01,71.58,69.42,72.19,69.21,"478.40K","3.11%"
2023-11-30,69.42,70,70.15,69.13,"212.38K","-0.83%"
2023-11-29,70,69.76,70.42,69.18,"306.94K","0.34%"
2023-11-28,69.76,69.22,70.23,67.84,"633.45K","0.78%"
2023-11-27,69.22,70.01,70.49,68,"322.15K","-1.13%"
2023-11-26,70.01,71.87,71.87,69.11,"373.76K","-2.59%"
2023-11-25,71.87,70.73,72.14,70.52,"300.54K","1.61%"
2023-11-24,70.73,69.52,71.74,69.44,"431.38K","1.78%"
2023-11-23,69.49,68.67,70.65,68.42,"487.56K","1.19%"
2023-11-22,68.67,66.18,69.08,66.11,"412.10K","3.76%"
2023-11-21,66.18,69.5,71.86,65.5,"766.11K","-4.78%"
2023-11-20,69.5,70.52,70.98,68.71,"363.29K","-1.45%"
2023-11-19,70.52,69.85,70.66,68.56,"267.73K","0.96%"
2023-11-18,69.85,70.28,70.32,67.6,"319.97K","-0.60%"
2023-11-17,70.27,70.99,71.65,68.09,"701.36K","-1.01%"
2023-11-16,70.99,73.98,74.32,69.91,"510.53K","-4.04%"
2023-11-15,73.98,70.6,74.27,70.5,"546.16K","4.79%"
2023-11-14,70.6,71.12,72.52,68.32,"613.11K","-0.73%"
2023-11-13,71.12,74.88,75.95,70.74,"687.27K","-5.02%"
2023-11-12,74.88,75.23,76.75,72.5,"759.39K","-0.47%"
2023-11-11,75.23,73.28,75.91,71.05,"701.40K","2.76%"
2023-11-10,73.21,73.86,75.46,71.26,"659.85K","-0.88%"
2023-11-09,73.86,73.06,76.11,69.01,"1.04M","1.09%"
2023-11-08,73.06,73.45,74.3,72.46,"454.14K","-0.53%"
2023-11-07,73.45,74.46,74.48,71.18,"587.98K","-1.36%"
2023-11-06,74.46,71.6,74.93,70.88,"517.59K","3.95%"
2023-11-05,71.63,70.44,72.3,69.91,"605.96K","1.69%"
2023-11-04,70.44,69.43,70.63,68.76,"286.17K","1.45%"
2023-11-03,69.43,69.38,69.53,67.65,"366.61K","0.07%"
2023-11-02,69.38,69.97,70.77,67.7,"658.44K","-0.84%"
2023-11-01,69.97,68.9,70.39,66.62,"758.69K","1.55%"
2023-10-31,68.9,69.2,70.48,68.06,"616.19K","-0.43%"
2023-10-30,69.2,68.79,69.76,67.67,"391.52K","0.60%"
2023-10-29,68.79,67.72,69.23,67.07,"254.65K","1.58%"
2023-10-28,67.72,66.99,68.38,66.96,"393.57K","1.09%"
2023-10-27,66.99,68.75,68.79,65.82,"430.83K","-2.53%"
2023-10-26,68.73,68.69,70.59,67.24,"594.87K","0.06%"
2023-10-25,68.69,69.14,70.4,67.85,"555.66K","-0.65%"
2023-10-24,69.14,69.03,72.73,67.55,"927.60K","0.16%"
2023-10-23,69.03,65.27,69.74,64.87,"788.66K","5.76%"
2023-10-22,65.27,64.75,66.29,63.35,"569.76K","0.80%"
2023-10-21,64.75,63.37,65.31,63.35,"337.00K","2.18%"
2023-10-20,63.37,61.79,64.21,61.58,"437.73K","2.56%"
