Date;AQ232683
18.03.2020;89,879
17.03.2020;108,266
16.03.2020;116,93
13.03.2020;112,245
12.03.2020;119,071
11.03.2020;121,434
10.03.2020;126,106
09.03.2020;129,846
06.03.2020;129,396
05.03.2020;128,057
04.03.2020;123,484
03.03.2020;126,267
02.03.2020;123,572
28.02.2020;127,482
27.02.2020;126,082
26.02.2020;128,162
25.02.2020;128,072
24.02.2020;127,064
21.02.2020;127,042
20.02.2020;125,406
19.02.2020;123,314
18.02.2020;123,549
14.02.2020;122,741
13.02.2020;122,084
12.02.2020;121,146
11.02.2020;121,978
10.02.2020;123,003
07.02.2020;122,291
06.02.2020;120,672
05.02.2020;120,115
04.02.2020;121,366
03.02.2020;122,718
31.01.2020;123,522
30.01.2020;122,055
29.01.2020;122,447
28.01.2020;121,742
27.01.2020;123,26
24.01.2020;121,771
23.01.2020;121,305
22.01.2020;119,987
21.01.2020;118,894
17.01.2020;119,136
16.01.2020;117,995
15.01.2020;118,828
14.01.2020;119,248
13.01.2020;117,425
10.01.2020;117,945
09.01.2020;117,584
08.01.2020;116,416
07.01.2020;117,858
06.01.2020;118,24
03.01.2020;119,274
02.01.2020;116,842
31.12.2019;114,838
30.12.2019;116,09
27.12.2019;116,282
26.12.2019;116,153
24.12.2019;115,688
23.12.2019;115,517
20.12.2019;117,958
19.12.2019;116,36
18.12.2019;115,458
17.12.2019;116,171
16.12.2019;115,775
13.12.2019;116,591
12.12.2019;112,027
11.12.2019;115,397
10.12.2019;113,591
09.12.2019;114,011
06.12.2019;112,952
05.12.2019;112,614
04.12.2019;113,926
03.12.2019;114,481
02.12.2019;112,901
29.11.2019;114,125
27.11.2019;114,317
26.11.2019;114,545
25.11.2019;114,073
22.11.2019;113,473
21.11.2019;114,51
20.11.2019;114,183
19.11.2019;113,565
18.11.2019;112,37
15.11.2019;112,061
14.11.2019;112,846
13.11.2019;111,655
12.11.2019;111,102
08.11.2019;111,078
07.11.2019;111,436
06.11.2019;112,98
05.11.2019;112,185
04.11.2019;113,944
01.11.2019;115,334
31.10.2019;115,825
30.10.2019;113,921
29.10.2019;112,415
28.10.2019;112,256
25.10.2019;113,192
24.10.2019;113,687
23.10.2019;114,744
22.10.2019;113,692
21.10.2019;112,743
18.10.2019;113,757
17.10.2019;112,75
16.10.2019;112,781
15.10.2019;112,374
11.10.2019;112,939
10.10.2019;112,889
09.10.2019;114,393
08.10.2019;116,329
07.10.2019;116,329
04.10.2019;116,619
03.10.2019;116,523
02.10.2019;116,19
01.10.2019;116,778
30.09.2019;116,046
27.09.2019;115,484
26.09.2019;116,204
25.09.2019;115,031
24.09.2019;117,636
23.09.2019;116,096
20.09.2019;116,544
19.09.2019;114,693
18.09.2019;114,565
17.09.2019;113,115
16.09.2019;113,036
13.09.2019;111,71
12.09.2019;113,787
11.09.2019;114,349
10.09.2019;113,896
09.09.2019;116,13
06.09.2019;118,465
05.09.2019;117,415
04.09.2019;119,575
03.09.2019;120,569
30.08.2019;119,904
29.08.2019;120,049
28.08.2019;119,327
27.08.2019;119,884
26.08.2019;117,625
23.08.2019;118,149
22.08.2019;116,771
21.08.2019;117,404
20.08.2019;118,332
19.08.2019;117,252
16.08.2019;117,276
15.08.2019;119,137
14.08.2019;118,692
13.08.2019;114,734
12.08.2019;115,419
09.08.2019;112,936
08.08.2019;113,396
07.08.2019;111,836
06.08.2019;112,219
05.08.2019;112,645
02.08.2019;112,122
01.08.2019;111,561
31.07.2019;110,215
30.07.2019;109,226
29.07.2019;109,264
26.07.2019;108,994
25.07.2019;108,715
24.07.2019;109,218
23.07.2019;108,64
22.07.2019;109,138
19.07.2019;109,192
18.07.2019;109,79
17.07.2019;110,674
16.07.2019;109,502
15.07.2019;110,418
12.07.2019;108,975
11.07.2019;106,52
10.07.2019;108,418
09.07.2019;108,759
08.07.2019;109,11
05.07.2019;107,777
03.07.2019;109,09
02.07.2019;108,033
01.07.2019;106,747
28.06.2019;106,915
27.06.2019;106,726
26.06.2019;106,471
25.06.2019;107,196
24.06.2019;106,534
21.06.2019;105,604
20.06.2019;104,889
19.06.2019;104,593
18.06.2019;103,872
17.06.2019;103,009
14.06.2019;103,797
13.06.2019;103,488
12.06.2019;103,693
11.06.2019;103,831
10.06.2019;102,984
07.06.2019;102,606
06.06.2019;102,087
05.06.2019;101,368
04.06.2019;101,693
03.06.2019;103,315
31.05.2019;102,885
30.05.2019;101,506
29.05.2019;100,482
28.05.2019;100,717
24.05.2019;100,127
23.05.2019;100,805
22.05.2019;100,296
21.05.2019;98,924
20.05.2019;99,804
17.05.2019;100,167
16.05.2019;99,952
15.05.2019;100,249
14.05.2019;99,904
13.05.2019;100,715
10.05.2019;99,548
09.05.2019;100,519
08.05.2019;99,77
07.05.2019;100,486
06.05.2019;100,405
03.05.2019;100,23
02.05.2019;100,024
01.05.2019;99,941
30.04.2019;99,469
29.04.2019;99,064
26.04.2019;99,481
25.04.2019;98,837
24.04.2019;98,674
23.04.2019;97,875
22.04.2019;97,551
18.04.2019;97,958
17.04.2019;97,123
16.04.2019;97,64
15.04.2019;97,475
12.04.2019;97,093
11.04.2019;98,064
10.04.2019;98,523
09.04.2019;97,989
08.04.2019;97,661
05.04.2019;98,102
04.04.2019;98,057
03.04.2019;97,795
02.04.2019;98,708
01.04.2019;98,459
29.03.2019;99,348
28.03.2019;98,908
27.03.2019;99,687
26.03.2019;98,81
25.03.2019;98,961
22.03.2019;98,567
21.03.2019;96,864
20.03.2019;96,946
19.03.2019;96,428
18.03.2019;96,661
15.03.2019;97,009
14.03.2019;96,303
13.03.2019;96,627
12.03.2019;97,33
11.03.2019;96,561
08.03.2019;96,713
07.03.2019;96,761
06.03.2019;96,277
05.03.2019;95,973
04.03.2019;95,636
01.03.2019;95,31
28.02.2019;95,491
27.02.2019;95,721
26.02.2019;96,939
25.02.2019;96,412
22.02.2019;96,074
21.02.2019;95,546
20.02.2019;96,349
19.02.2019;96,276
15.02.2019;96,938
14.02.2019;95,583
13.02.2019;94,917
12.02.2019;95,075
11.02.2019;95,262
08.02.2019;96,014
07.02.2019;95
06.02.2019;94,867
05.02.2019;94,767
04.02.2019;94,149
01.02.2019;94,306
31.01.2019;95,164
30.01.2019;93,994
29.01.2019;93,734
28.01.2019;93,4
25.01.2019;92,968
24.01.2019;92,973
23.01.2019;91,983
22.01.2019;92,052
18.01.2019;90,846
17.01.2019;91,457
16.01.2019;91,374
15.01.2019;90,862
14.01.2019;90,587
11.01.2019;91,08
10.01.2019;90,898
09.01.2019;91,633
08.01.2019;90,883
07.01.2019;90,958
04.01.2019;90,166
03.01.2019;91,2
02.01.2019;90,944
31.12.2018;90,023
28.12.2018;90,037
27.12.2018;89,526
26.12.2018;89,509
24.12.2018;90,467
21.12.2018;89,87
20.12.2018;89,531
19.12.2018;90,565
18.12.2018;89,411
17.12.2018;88,609
14.12.2018;88,188
13.12.2018;88,073
12.12.2018;87,955
11.12.2018;88,04
10.12.2018;88,583
07.12.2018;88,707
06.12.2018;88,245
04.12.2018;88,902
03.12.2018;87,997
30.11.2018;87,155
29.11.2018;86,631
28.11.2018;86,685
27.11.2018;87,086
26.11.2018;86,954
23.11.2018;87,312
21.11.2018;87,025
20.11.2018;87,523
19.11.2018;88,136
16.11.2018;88,203
15.11.2018;87,798
14.11.2018;88,045
13.11.2018;88,461
09.11.2018;88,52
08.11.2018;87,928
07.11.2018;87,66
06.11.2018;87,175
05.11.2018;87,184
02.11.2018;86,912
01.11.2018;87,613
31.10.2018;87,466
30.10.2018;87,322
29.10.2018;88,017
26.10.2018;88,058
25.10.2018;87,882
24.10.2018;88,302
23.10.2018;87,608
22.10.2018;88,042
19.10.2018;87,701
18.10.2018;88,92
17.10.2018;88,554
16.10.2018;89,179
15.10.2018;89,174
12.10.2018;89,23
11.10.2018;89,906
10.10.2018;90,216
09.10.2018;88,975
05.10.2018;89,248
04.10.2018;90,032
03.10.2018;89,775
02.10.2018;91,422
01.10.2018;91,236
28.09.2018;91,612
27.09.2018;91,78
26.09.2018;91,595
25.09.2018;90,922
24.09.2018;90,965
21.09.2018;91,294
20.09.2018;91,221
19.09.2018;91,313
18.09.2018;90,727
17.09.2018;92,25
14.09.2018;92,143
13.09.2018;92,505
12.09.2018;92,643
11.09.2018;91,975
10.09.2018;92,668
07.09.2018;92,42
06.09.2018;93,09
05.09.2018;93,222
04.09.2018;94,564
31.08.2018;94,873
30.08.2018;95,289
29.08.2018;95,233
28.08.2018;95,133
27.08.2018;95,673
24.08.2018;96,092
23.08.2018;95,908
22.08.2018;95,629
21.08.2018;95,537
20.08.2018;95,861
17.08.2018;94,87
16.08.2018;94,833
15.08.2018;94,725
14.08.2018;94,37
13.08.2018;94,085
10.08.2018;94,652
09.08.2018;94,246
08.08.2018;93,779
07.08.2018;93,745
06.08.2018;93,981
03.08.2018;93,913
02.08.2018;93,417
01.08.2018;93,387
31.07.2018;94,051
30.07.2018;93,832
27.07.2018;94,189
26.07.2018;93,709
25.07.2018;93,609
24.07.2018;93,745
23.07.2018;93,037
20.07.2018;93,351
19.07.2018;93,954
18.07.2018;93,585
17.07.2018;93,883
16.07.2018;93,102
13.07.2018;93,631
12.07.2018;93,052
11.07.2018;92,98
10.07.2018;92,669
09.07.2018;92,134
06.07.2018;92,61
05.07.2018;92,433
03.07.2018;92,859
02.07.2018;92,35
29.06.2018;91,796
28.06.2018;92,124
27.06.2018;92,903
26.06.2018;92,452
25.06.2018;92,623
22.06.2018;92,657
21.06.2018;93,53
20.06.2018;93,118
19.06.2018;94,001
18.06.2018;94,371
15.06.2018;94,351
14.06.2018;94,3
13.06.2018;93,068
12.06.2018;93,086
11.06.2018;93,152
08.06.2018;93,341
07.06.2018;93,856
06.06.2018;93,071
05.06.2018;93,308
04.06.2018;93,246
01.06.2018;93,92
31.05.2018;94,507
30.05.2018;94,464
29.05.2018;95,513
25.05.2018;94,071
24.05.2018;92,974
23.05.2018;92,613
22.05.2018;92,343
21.05.2018;92,447
18.05.2018;92,238
17.05.2018;91,503
16.05.2018;91,906
15.05.2018;91,926
14.05.2018;93,128
11.05.2018;92,965
10.05.2018;92,753
09.05.2018;92,227
08.05.2018;92,643
07.05.2018;93,061
04.05.2018;93,174
03.05.2018;93,514
02.05.2018;93,153
01.05.2018;93,6
30.04.2018;93,93
27.04.2018;93,726
26.04.2018;93,016
25.04.2018;92,377
24.04.2018;93,139
23.04.2018;93,896
20.04.2018;93,572
19.04.2018;94,563
18.04.2018;95,517
17.04.2018;96,016
16.04.2018;96,421
13.04.2018;96,672
12.04.2018;96,219
11.04.2018;96,343
10.04.2018;95,319
09.04.2018;95,721
06.04.2018;95,854
05.04.2018;94,827
04.04.2018;94,719
03.04.2018;95,141
02.04.2018;95,517
29.03.2018;95,229
28.03.2018;94,072
27.03.2018;94,582
26.03.2018;93,138
23.03.2018;93,732
22.03.2018;93,874
21.03.2018;93,608
20.03.2018;93,194
19.03.2018;94,051
16.03.2018;94,802
15.03.2018;94,917
14.03.2018;95,197
13.03.2018;94,586
12.03.2018;94,65
09.03.2018;94,064
08.03.2018;94,448
07.03.2018;94,381
06.03.2018;95,252
05.03.2018;94,544
02.03.2018;94,343
01.03.2018;95,613
28.02.2018;95,008
27.02.2018;94,574
26.02.2018;94,825
23.02.2018;94,343
22.02.2018;93,777
21.02.2018;93,071
20.02.2018;94,252
16.02.2018;94,417
15.02.2018;93,862
14.02.2018;93,532
13.02.2018;93,982
12.02.2018;93,829
09.02.2018;93,937
08.02.2018;94,999
07.02.2018;95,666
06.02.2018;96,646
05.02.2018;97,15
02.02.2018;97,13
01.02.2018;98,417
31.01.2018;99,7
30.01.2018;99,066
29.01.2018;99,751
26.01.2018;100,321
25.01.2018;100,883
24.01.2018;99,795
23.01.2018;100,806
22.01.2018;100,11
19.01.2018;100,241
18.01.2018;101,117
17.01.2018;101,988
16.01.2018;102,27
12.01.2018;101,996
11.01.2018;101,477
10.01.2018;101,212
09.01.2018;101,319
08.01.2018;102,935
05.01.2018;102,724
04.01.2018;102,425
03.01.2018;102,796
02.01.2018;102,293
29.12.2017;103,744
28.12.2017;103,489
27.12.2017;103,812
26.12.2017;103,005
22.12.2017;102,842
21.12.2017;102,434
20.12.2017;101,9
19.12.2017;103,121
18.12.2017;104,43
15.12.2017;104,968
14.12.2017;105,528
13.12.2017;104,945
12.12.2017;104,061
11.12.2017;103,566
08.12.2017;103,743
07.12.2017;103,463
