Date;AN167404
25.05.2018;112,934
24.05.2018;111,341
23.05.2018;110,817
22.05.2018;110,091
21.05.2018;110,056
18.05.2018;109,726
17.05.2018;109,471
16.05.2018;109,501
15.05.2018;109,327
14.05.2018;109,394
11.05.2018;109,67
09.05.2018;109,893
08.05.2018;110,69
07.05.2018;111,161
04.05.2018;111,373
03.05.2018;111,568
02.05.2018;111,063
30.04.2018;110,93
27.04.2018;110,947
26.04.2018;109,862
25.04.2018;109,185
24.04.2018;109,137
23.04.2018;109,364
20.04.2018;109,791
19.04.2018;110,568
18.04.2018;111,607
17.04.2018;110,334
16.04.2018;108,382
13.04.2018;108,68
12.04.2018;108,607
11.04.2018;108,314
10.04.2018;107,98
09.04.2018;107,605
06.04.2018;107,435
05.04.2018;107,594
04.04.2018;107,988
03.04.2018;107,721
29.03.2018;107,875
28.03.2018;107,7
27.03.2018;107,033
26.03.2018;106,533
23.03.2018;106,689
22.03.2018;106,641
21.03.2018;105,476
20.03.2018;105,261
19.03.2018;105,44
16.03.2018;105,54
15.03.2018;105,177
14.03.2018;104,888
13.03.2018;104,451
12.03.2018;104,445
09.03.2018;104,145
08.03.2018;103,918
07.03.2018;103,869
06.03.2018;104,034
05.03.2018;104,706
02.03.2018;104,815
01.03.2018;104,917
28.02.2018;104,516
27.02.2018;104,334
26.02.2018;104,886
23.02.2018;105,929
22.02.2018;105,082
21.02.2018;104,634
20.02.2018;104,355
19.02.2018;102,298
16.02.2018;96,476
15.02.2018;95,604
14.02.2018;95,756
13.02.2018;96,515
12.02.2018;96,626
09.02.2018;96,542
08.02.2018;96,414
07.02.2018;97,173
06.02.2018;97,122
05.02.2018;96,752
02.02.2018;96,783
01.02.2018;97,388
31.01.2018;97,595
30.01.2018;97,44
29.01.2018;97,215
26.01.2018;97,361
25.01.2018;97,188
24.01.2018;98,06
23.01.2018;98,228
22.01.2018;97,882
19.01.2018;98,253
18.01.2018;98,451
17.01.2018;98,78
16.01.2018;99,282
15.01.2018;99,268
12.01.2018;99,343
11.01.2018;99,363
10.01.2018;100,041
09.01.2018;100,949
08.01.2018;101,293
05.01.2018;100,959
04.01.2018;100,671
03.01.2018;100,533
02.01.2018;99,989
29.12.2017;99,778
28.12.2017;101,187
27.12.2017;101,156
22.12.2017;101,206
21.12.2017;101,057
20.12.2017;101,189
19.12.2017;101,817
18.12.2017;101,984
15.12.2017;101,462
14.12.2017;101,917
13.12.2017;101,637
12.12.2017;102,137
11.12.2017;102,476
08.12.2017;102,073
07.12.2017;102,056
06.12.2017;102,165
05.12.2017;101,58
04.12.2017;101,3
01.12.2017;101,214
30.11.2017;100,982
29.11.2017;101,18
28.11.2017;101,466
27.11.2017;101,368
24.11.2017;101,406
23.11.2017;101,457
22.11.2017;101,319
21.11.2017;101,053
20.11.2017;101,093
17.11.2017;100,911
16.11.2017;100,867
15.11.2017;100,475
14.11.2017;100,073
13.11.2017;99,806
10.11.2017;99,878
09.11.2017;100,174
08.11.2017;100,636
07.11.2017;100,623
06.11.2017;100,472
03.11.2017;100,081
02.11.2017;100,113
01.11.2017;100,34
31.10.2017;100,618
30.10.2017;100,495
27.10.2017;100,173
26.10.2017;99,871
25.10.2017;99,315
24.10.2017;99,748
23.10.2017;100,071
20.10.2017;100,102
19.10.2017;100,366
18.10.2017;100,045
17.10.2017;100,175
16.10.2017;99,858
13.10.2017;99,592
12.10.2017;98,936
11.10.2017;98,232
10.10.2017;98,466
09.10.2017;98,469
06.10.2017;98,904
05.10.2017;99,445
04.10.2017;99,137
03.10.2017;98,511
02.10.2017;99,376
29.09.2017;98,944
28.09.2017;98,318
27.09.2017;98,56
26.09.2017;99,737
25.09.2017;99,212
22.09.2017;99,239
21.09.2017;99,759
20.09.2017;100,081
19.09.2017;99,518
18.09.2017;99,849
15.09.2017;100,183
14.09.2017;100,761
13.09.2017;101,073
12.09.2017;101,204
11.09.2017;101,787
08.09.2017;102,087
07.09.2017;101,718
06.09.2017;101,572
05.09.2017;101,198
04.09.2017;100,913
01.09.2017;100,63
31.08.2017;100,684
30.08.2017;100,729
29.08.2017;100,567
28.08.2017;100,097
25.08.2017;100,126
24.08.2017;100,521
23.08.2017;100,135
22.08.2017;99,845
21.08.2017;99,885
18.08.2017;99,507
17.08.2017;98,695
16.08.2017;98,269
15.08.2017;98,464
14.08.2017;99,527
11.08.2017;99,844
10.08.2017;99,605
09.08.2017;99,415
08.08.2017;98,814
07.08.2017;98,671
04.08.2017;98,352
03.08.2017;98,309
02.08.2017;97,941
01.08.2017;97,325
31.07.2017;97,5
28.07.2017;98,52
27.07.2017;99,156
26.07.2017;99,056
25.07.2017;99,213
24.07.2017;99,945
21.07.2017;99,826
20.07.2017;99,343
19.07.2017;98,996
18.07.2017;98,559
17.07.2017;98,208
14.07.2017;98,711
13.07.2017;98,159
12.07.2017;98,24
11.07.2017;97,968
10.07.2017;98,006
07.07.2017;97,655
06.07.2017;97,514
05.07.2017;98,764
04.07.2017;99,008
03.07.2017;98,294
30.06.2017;98,247
29.06.2017;99,059
28.06.2017;100,191
27.06.2017;101,713
26.06.2017;102,843
22.06.2017;102,756
21.06.2017;102,467
20.06.2017;102,714
19.06.2017;102,498
16.06.2017;102,635
15.06.2017;103,015
14.06.2017;103,744
13.06.2017;104,026
12.06.2017;104,248
09.06.2017;103,851
08.06.2017;103,859
07.06.2017;104,05
05.06.2017;103,824
02.06.2017;104,096
01.06.2017;103,726
31.05.2017;104,13
30.05.2017;103,766
29.05.2017;103,478
26.05.2017;103,144
24.05.2017;103,059
23.05.2017;103,209
22.05.2017;103,477
19.05.2017;103,966
18.05.2017;104,035
17.05.2017;103,329
16.05.2017;102,433
15.05.2017;102,174
12.05.2017;102,133
11.05.2017;101,191
10.05.2017;101,169
09.05.2017;100,493
08.05.2017;100,483
05.05.2017;100,568
04.05.2017;101,377
03.05.2017;102,117
02.05.2017;102,161
28.04.2017;102,324
27.04.2017;102,307
26.04.2017;101,754
25.04.2017;102,559
24.04.2017;103,025
21.04.2017;103,496
20.04.2017;103,627
19.04.2017;103,764
18.04.2017;103,729
13.04.2017;103,531
12.04.2017;102,576
11.04.2017;102,549
10.04.2017;102,68
07.04.2017;102,733
06.04.2017;102,028
