"DIA","HEAL","IDNA","INDGW","MXI","STPX","SXRI","US674599CL77","XS1463155348","US097023BL86","US01609WAW29","XS1584040445","US002824BH26","XAG-USD","XAU-USD","XPT-USD","LTC-USD","ETH-USD","BTC-USD","EXS1","EUNL","SXR8","AMEM","D5BK","EEM","EWJ","IWM.x","MCHI","QQQ","SPYN","XLE","XLK","IWM.y","VIOO","BMW","MBG","AAPL","AMD","GOOGL","SON1","SSUN","TOMA","V","XOM","CVX","NEE","ORSTED","SIE","EQIX","TTDKY","000660","MELI","PUMP"
-0.000992415194516205,-0.0142682687097753,-0.0032962534995975,-0.00269140355667297,-0.00234623871665907,-0.00544861500517246,-0.00363636764338371,-0.000736570770397904,0.0853852200531451,0.00208821120768743,2.68088129526944e-05,-0.000545844447889188,0.01527081939191,-0.00509811948875427,-0.000923952563701924,-0.00920768369958136,0.00985709887496267,-0.0257801970634191,0.00855780817981078,-0.00774314959603739,0.000135253939477664,0.00203717921230773,-0.0017324885224852,0.00545130233995117,-0.00483181698030322,-0.00726277210199733,-0.00290342432506474,0.00206596590748109,0.0076797556094661,-0.00660762277955218,-0.00162842733077229,0.00610493861130657,-0.00290342432506474,-0.00116472462670103,-0.0136838793624676,-0.0205345432164972,0.00941113694490792,0.0353946285535409,0.00759866845354296,-0.0164258679420159,0.00142551699122073,0.0230579200168526,-0.00379888556442598,-0.00280514511536012,-0.00278218131194485,-0.0106869065911548,0.0281284078880253,-0.000822481197839231,-0.0175841758680448,-0.00209926602810073,-0.0132994287609272,0.0187158274880002,-0.0039138993211365
0.00554488237466977,0.010984578647685,0.016170652229718,0.00463336122813729,0.00424155117431724,0.00399855131081139,0.00181983671698593,0.00472565857121587,-0.0132040889624818,-0.0104247693731665,0.0109049814866431,0.0016885533113582,-0.0106016515094796,0.02071627922132,0.000675578635478402,0.00149213356528577,0.0170990006225278,0.0338892770779875,0.0351831676693859,0.00258771740412467,0.00499157866089206,0.00487236410289693,0.00874978607164856,-0.00248833720929431,0.0120260742111684,0.00503567982399122,0.00252201843672051,0.0240608434288943,0.00633501854014984,0.0040598507007541,0.0100623892748728,0.00866894762716353,0.00252201843672051,4.15853294200019e-06,-0.0105919630763154,0.00511532366778678,0.0137636924190456,-0.00206310275610821,0.00200569590355304,0.00432815942234033,0.00568183346743112,-0.00491401480242892,0.0111624100052454,0.0137098706580008,0.0181404906450631,0.0115554090028374,-0.00089439898292909,0.00451529808671491,0.015380544110104,0.0260755514456217,0.00616018375145622,-0.000854303606113049,-0.000980873055592024
0.00441949233746985,-0.00046998003450005,0.00101471343054671,0.00337147480507305,0.00166935657263867,-0.00308838468749872,0,-0.00157273951159986,-0.0145450316441682,-0.00666012381756786,-0.0207292311949461,0.00379962633623609,-0.00125297986705952,0.0257954951421095,0.00119473400350767,-0.00129393453316951,0.0937918694158872,0.0704837194429917,0.0261128200208383,0.000759820718873705,0.00362684258129686,0.00389095718160704,0.0159668560269601,-0.00202634314523209,-0.00190790640806604,-0.0027303487051018,0.00490170029673553,-0.000890538449482392,-0.00302319416158259,0.000450078771381257,0.00635051222299143,-0.00449212189704795,0.00490170029673553,0.0059323180795321,-0.00928708256169308,-0.00511532366778678,0.00163814769048809,-0.00120173141030921,-0.0120189103480683,0.00665234306110385,-0.00425834568257777,0.000738643391948735,-0.0107508244869035,0.00377922231172523,0.011268711706693,0.0210615980784086,-0.0071956903508239,0.0298569783996001,0.0180111763677173,0.0255269115958909,0.00204499048772888,0.00798058860148654,0.00684599250799023
-0.000196631975801331,0.00011751571786256,0.00868429167800278,-0.00409027874631551,-0.011294500830429,-0.0159563220307577,0,0.00523287431665764,0.00642233133704195,-0.0013898586462755,-0.00538397062149176,-0.00204482286905527,-0.0122638263851016,-0.00549554096759497,-0.00106277767309937,-0.00144114152754504,-0.0523321974604096,-0.0257451171719811,-0.058819051771307,-0.00273806073097926,-0.00214765183219878,-0.000857741166138126,0.00218906706461852,0.00606675268223711,-0.00478106686769131,-0.0158116758685942,0.00426496378607322,-0.000212723345263122,0.00780575171976317,-0.0132872255320624,-0.01691988447981,0.00556215793872994,0.00426496378607322,0.00234019103518346,-0.00509147982846603,-0.00268436954540174,0.00319019303993606,0.0266634611430643,0.00254224293815941,-0.0121641680388853,-0.00142348778485335,-0.0239114754733967,-0.00339466868480098,-0.0166172658797885,-0.0109107370147115,0.000405766500142235,-0.00806941754621171,-0.0168363143147348,0.020349829418044,-0.0349304484174207,-0.0164782307323854,-0.0125913299519187,-0.0127515214820315
0.00218886014149522,0.00340196234018642,-0.00625317216618315,0.00825898617329468,0.00336814060412305,0.00516320527449388,0,-0.00313643749012993,0.00787538325423842,0.0292176015539303,0.0146361430480066,0.00210515495410668,0.0157471649553127,0.00722471921557544,0.0177933930425294,0.0194964510971714,-0.0299761913592382,-0.020740671953126,-0.0247350904496972,0.00425597237640307,0.00308580106672274,0.00199185674065117,0.000843623027255935,0.00587600268079935,-0.00176782379776785,0.00856232135207247,-0.00202792868752422,0.000481893990723847,-0.00809416258397366,0.0123868653271817,0.0097058257801117,-0.00312219846365736,-0.00202792868752422,0.000774838577858539,0.0170662648553073,0.0046347660649424,-0.00495522154109196,0.00444169809486183,-0.0305726516603171,0.0117740763623955,0.00284495213223046,0,0.00463449670934502,0.0071796128636743,0.0097855000324909,0.00759577578041259,-0.00130053906300898,0.0113888817248329,0.0133157106676176,0.0172695642701033,0.0225882293739641,-0.0519334756544971,0.00688640202963331
0.00226798736424794,0.0100210579919544,0.0114677848650149,0.00379624153919877,0.00759271177745635,0.010247116196699,-0.00181983671698593,0.00344954086898674,-0.00487045576065448,-0.00179214523372817,0.00674573376819598,0.00185988894283806,-0.00186590866086522,0.00986887142602733,0.000823133134901788,-0.01299474342661,0.0258139041898788,0.0330331429750501,0.0355147120845825,0.00348247759022691,0.00547726972167606,0.00732806250686391,0.00702802633058597,0.00981904176203408,0.00741255831432985,0.00267592451299947,0.0116911638567618,0.00554350800884063,0.012423564502261,0.0144573648610562,0.0167990725658687,0.00551497622306396,0.0116911638567618,0.0112931051885949,0.0213596990817226,0.00945048460560116,0.00190144578144658,0.023214656477955,0.00136869241466364,0.0193205391565421,-0.00284495213223046,-0.0188300729038744,0.0136329903506258,0.0215369683963376,0.0115030933699103,0.000696685222613347,0.0127890441362188,0.0199175614181568,0.0021413805481707,0.0243669788405116,0.0151136378100478,0.0215316726328645,0.00488998529419193
-0.000139850360342919,0.00601088389392901,-0.00280448901763153,0.00290859422098677,0.000556018918967283,0.0027270265059256,0.00363636764338371,0.00041731873323414,0.00373024005682776,-0.000528192408649986,0.00963390073105952,-0.00680192523214451,0.00711038451170953,-0.0171350251026499,-0.0141403400281934,0.000184016824914757,0.0107393830237124,-0.0216574146558752,-0.0446864611745035,0.0100760308075429,0.00690390421446807,0.00816798624321091,-0.00137116761151401,-0.00674022159600085,-0.00353641369489388,0.00178466249367659,-0.0059259316991529,-0.0206095218202398,0.00478222143354401,-0.00326071135207329,0.00740411201648117,0.00446584130826544,-0.0059259316991529,-0.00765636580601559,0.0100023566353471,0.00253193828437936,0.00620278492709758,0.00628600791874323,0.0150908890419554,0.0260637983210108,0.0127390257774298,0.0170639566380704,-0.00720855841519619,0.0245290194306644,0.00383195638169997,0.0155405893346847,0.0153664621303742,0.0101352218940427,0.0109632858659339,0.0235107386644786,0.0198026272961798,0.0052902105416921,0.0212363192980285
-0.00707391227386189,-0.0143937482127079,-0.0161783103964752,-0.00856074187964229,-0.00960686566399005,-0.00527897831013036,0,0.00965388719362625,0.0194779506171843,0.011670980554892,0.0166781019487168,0.0185610820401143,0.0161067302365288,-0.00379437775432212,0.0092679069307815,-0.0216959373962808,-0.0946573276015474,-0.0515748762882211,-0.0315431177975825,-0.00374784937609984,-0.00464161034921329,-0.00350306565607195,-0.0166023566708162,0.00719813200620001,-0.0100003182978687,-0.00922724438762224,-0.0204581962195034,-0.0127827378234775,0.000421587208266239,-0.0194879499714276,-0.0310635497967975,-0.00277562645950979,-0.0204581962195034,-0.0210427154231176,0.00146917583074568,0.00575924572940067,-0.00504948716517095,-0.00719851380028214,0.0465075052634347,-0.0230068605182172,-0.0141645427686505,0.0120483385161743,-0.0735987007765821,-0.028212199625461,-0.0198484949931972,-0.00729338567435711,-0.0186379041966243,0.00116286594924642,-0.0084869553943685,-0.0116862765694554,-0.00491401480242892,-0.0293387132988308,-0.0559792677419013
0.00651431516916379,0.00198563401104401,0.0229756176554701,-0.0042482164129396,0.00581982616357557,-0.00109569039449742,0,-0.0047633930804567,-0.00982292778416038,-0.00730625723314127,-0.00078750723427401,0.00598448875209368,-0.00638838443745016,0.00238458359952221,0.00156054007986128,-0.00733334822374232,0.0574737220563399,0.0885133349763958,0.0360379981168553,-0.000300435633925566,-0.00252878287416092,-0.00391507052200968,0.0042150916059287,0.00547863187432318,-0.00495790211716107,0.00198825831345939,0.0138195561539707,-0.00521543227973975,0.0051179976131035,-0.0285602092667281,0.00118646977998305,0.00407147200194125,0.0138195561539707,0.0113503093624603,-0.0137588161714275,0.00322327883718732,0.0187583786240406,-0.0151276034095114,-0.00844952652849784,-0.016154197442062,0.00852277886198216,-0.00199800266267314,-0.0338401230479715,-0.00312317305170673,0.00339943224862704,0.0105241701050023,0.028297074797182,-0.0034926624988092,0.0268896424930345,0.0368173451273224,0.0480861866676374,0.0111838931346169,0.0190100772249733
0.00259947318403864,0.00906034772721842,-0.0100120980526133,0.013611469724232,-0.00896766462571463,-0.00146279053327891,-0.00363636764338371,0.00868132777568231,0.00552909855497674,0.00470293128524979,0.00293916998559496,-0.0112269535447655,0.00466083911598503,-0.0104276231622591,-0.0162053872139962,-0.00716946285814224,0.0319555653146137,0.0296161254061111,0.0270367935120426,-0.00075148421662341,0.00888894741724577,0.0119464458028293,-0.00227935735843432,-0.00930097426987686,-0.00264738053238123,0.0105132179683975,0.011711085504948,-0.00464047985644722,0.0168811124136772,0.0137677168883803,0.00538380605980926,0.0162549243142447,0.011711085504948,0.0109661533401155,-0.00114560672398678,0.0222905757554015,-0.00634828723734504,0.00426872912719567,0.0269253939095009,0.0188213737231564,-0.0128115631341998,0.00324473016488902,0.021129612331829,0.0144589607110799,0.0240124622399227,-0.000718883676843696,-0.00675476953861409,0.00838768708689575,-0.0121471241927891,-0.0130330381315253,-0.0334159969198442,-0.023917961659377,-0.0508239454701709
