"","Date","DIA","HEAL","IDNA","INDGW","MXI","STPX","SXRI","US674599CL77","XS1463155348","US097023BL86","US01609WAW29","XS1584040445","US002824BH26","XAG-USD","XAU-USD","XPT-USD","LTC-USD","ETH-USD","BTC-USD","EXS1","EUNL","SXR8","AMEM","D5BK","EEM","EWJ","IWM.x","MCHI","QQQ","SPYN","XLE","XLK","IWM.y","VIOO","BMW","MBG","AAPL","AMD","GOOGL","SON1","SSUN","TOMA","V","XOM","CVX","NEE","ORSTED","SIE","EQIX","TTDKY","000660","MELI"
"1",2021-10-18,-0.000992415194516205,-0.0142682687097753,-0.0032962534995975,-0.00269140355667297,-0.00234623871665907,-0.00544861500517246,-0.00363636764338371,-0.000736570770397904,0.0853852200531451,0.00208821120768743,2.68088129526944e-05,-0.000545844447889188,0.01527081939191,-0.00509811948875427,-0.000923952563701924,-0.00920768369958136,0.00985709887496267,-0.0257801970634191,0.00855780817981078,-0.00774314959603739,0.000135253939477664,0.00203717921230773,-0.0017324885224852,0.00545130233995117,-0.00483181698030322,-0.00726277210199733,-0.00290342432506474,0.00206596590748109,0.0076797556094661,-0.00660762277955218,-0.00162842733077229,0.00610493861130657,-0.00290342432506474,-0.00116472462670103,-0.0136838793624676,-0.0205345432164972,0.00941113694490792,0.0353946285535409,0.00759866845354296,-0.0164258679420159,0.00142551699122073,0.0230579200168526,-0.00379888556442598,-0.00280514511536012,-0.00278218131194485,-0.0106869065911548,0.0281284078880253,-0.000822481197839231,-0.0175841758680448,-0.00209926602810073,-0.0132994287609272,0.0303921639280622
"2",2021-10-19,0.00554488237466977,0.010984578647685,0.016170652229718,0.00463336122813729,0.00424155117431724,0.00399855131081139,0.00181983671698593,0.00472565857121587,-0.0132040889624818,-0.0104247693731665,0.0109049814866431,0.0016885533113582,-0.0106016515094796,0.02071627922132,0.000675578635478402,0.00149213356528577,0.0170990006225278,0.0338892770779875,0.0351831676693859,0.00258771740412467,0.00499157866089206,0.00487236410289693,0.00874978607164856,-0.00248833720929431,0.0120260742111684,0.00503567982399122,0.00252201843672051,0.0240608434288943,0.00633501854014984,0.0040598507007541,0.0100623892748728,0.00866894762716353,0.00252201843672051,4.15853294200019e-06,-0.0105919630763154,0.00511532366778678,0.0137636924190456,-0.00206310275610821,0.00200569590355304,0.00432815942234033,0.00568183346743112,-0.00491401480242892,0.0111624100052454,0.0137098706580008,0.0181404906450631,0.0115554090028374,-0.00089439898292909,0.00451529808671491,0.015380544110104,0.0260755514456217,0.00616018375145622,-0.00825895408048449
"3",2021-10-20,0.00441949233746985,-0.00046998003450005,0.00101471343054671,0.00337147480507305,0.00166935657263867,-0.00308838468749872,0,-0.00157273951159986,-0.0145450316441682,-0.00666012381756786,-0.0207292311949461,0.00379962633623609,-0.00125297986705952,0.0257954951421095,0.00119473400350767,-0.00129393453316951,0.0937918694158872,0.0704837194429917,0.0261128200208383,0.000759820718873705,0.00362684258129686,0.00389095718160704,0.0159668560269601,-0.00202634314523209,-0.00190790640806604,-0.0027303487051018,0.00490170029673553,-0.000890538449482392,-0.00302319416158259,0.000450078771381257,0.00635051222299143,-0.00449212189704795,0.00490170029673553,0.0059323180795321,-0.00928708256169308,-0.00511532366778678,0.00163814769048809,-0.00120173141030921,-0.0120189103480683,0.00665234306110385,-0.00425834568257777,0.000738643391948735,-0.0107508244869035,0.00377922231172523,0.011268711706693,0.0210615980784086,-0.0071956903508239,0.0298569783996001,0.0180111763677173,0.0255269115958909,0.00204499048772888,0.00288878390589087
"4",2021-10-21,-0.000196631975801331,0.00011751571786256,0.00868429167800278,-0.00409027874631551,-0.011294500830429,-0.0159563220307577,0,0.00523287431665764,0.00642233133704195,-0.0013898586462755,-0.00538397062149176,-0.00204482286905527,-0.0122638263851016,-0.00549554096759497,-0.00106277767309937,-0.00144114152754504,-0.0523321974604096,-0.0257451171719811,-0.058819051771307,-0.00273806073097926,-0.00214765183219878,-0.000857741166138126,0.00218906706461852,0.00606675268223711,-0.00478106686769131,-0.0158116758685942,0.00426496378607322,-0.000212723345263122,0.00780575171976317,-0.0132872255320624,-0.01691988447981,0.00556215793872994,0.00426496378607322,0.00234019103518346,-0.00509147982846603,-0.00268436954540174,0.00319019303993606,0.0266634611430643,0.00254224293815941,-0.0121641680388853,-0.00142348778485335,-0.0239114754733967,-0.00339466868480098,-0.0166172658797885,-0.0109107370147115,0.000405766500142235,-0.00806941754621171,-0.0168363143147348,0.020349829418044,-0.0349304484174207,-0.0164782307323854,0.00479617226349305
"5",2021-10-26,-0.000139850360342919,0.00601088389392901,-0.00280448901763153,0.00290859422098677,0.000556018918967283,0.0027270265059256,0.00363636764338371,0.00041731873323414,0.00373024005682776,-0.000528192408649986,0.00963390073105952,-0.00680192523214451,0.00711038451170953,-0.0171350251026499,-0.0141403400281934,0.000184016824914757,0.0107393830237124,-0.0216574146558752,-0.0446864611745035,0.0100760308075429,0.00690390421446807,0.00816798624321091,-0.00137116761151401,-0.00674022159600085,-0.00353641369489388,0.00178466249367659,-0.0059259316991529,-0.0206095218202398,0.00478222143354401,-0.00326071135207329,0.00740411201648117,0.00446584130826544,-0.0059259316991529,-0.00765636580601559,0.0100023566353471,0.00253193828437936,0.00620278492709758,0.00628600791874323,0.0150908890419554,0.0260637983210108,0.0127390257774298,0.0170639566380704,-0.00720855841519619,0.0245290194306644,0.00383195638169997,0.0155405893346847,0.0153664621303742,0.0101352218940427,0.0109632858659339,0.0235107386644786,0.0198026272961798,-0.0197739744115486
"6",2021-10-29,0.00259947318403864,0.00906034772721842,-0.0100120980526133,0.013611469724232,-0.00896766462571463,-0.00146279053327891,-0.00363636764338371,0.00868132777568231,0.00552909855497674,0.00470293128524979,0.00293916998559496,-0.0112269535447655,0.00466083911598503,-0.0104276231622591,-0.0162053872139962,-0.00716946285814224,0.0319555653146137,0.0296161254061111,0.0270367935120426,-0.00075148421662341,0.00888894741724577,0.0119464458028293,-0.00227935735843432,-0.00930097426987686,-0.00264738053238123,0.0105132179683975,0.011711085504948,-0.00464047985644722,0.0168811124136772,0.0137677168883803,0.00538380605980926,0.0162549243142447,0.011711085504948,0.0109661533401155,-0.00114560672398678,0.0222905757554015,-0.00634828723734504,0.00426872912719567,0.0269253939095009,0.0188213737231564,-0.0128115631341998,0.00324473016488902,0.021129612331829,0.0144589607110799,0.0240124622399227,-0.000718883676843696,-0.00675476953861409,0.00838768708689575,-0.0121471241927891,-0.0130330381315253,-0.0334159969198442,0.0316426124161051
"7",2021-11-01,0.0025092017179853,0.0126394880422995,0.0161696306670853,0.000849016606822239,0.00617389849053218,0.00583836725002129,0.00181983671698593,0.00251792224701575,-0.00436483687604561,-0.0019569517391318,-0.00220356721252113,0.0328300742899001,-0.00236062934426329,0.00696104058911429,0.0183662294849123,0.0560820335397532,0.0284837517671832,0.00773433559747616,-0.00645206284255373,0.0082354287417532,0.00237467130060676,0.000370265237558343,-0.00776552145425669,-0.018397365139716,0.00306948040413246,0.0101911186218819,0.0208301318617297,0.0107223750549235,-0.0013422407953092,0.00871898448915065,0.0123245008597692,-0.00624198577043167,0.0208301318617297,0.0192086247245458,0.0118506400551075,0.0143648649788499,-0.0103783783833222,0.0359904039813985,-0.0359640467480924,0.0526242195768836,0.00143163947143776,0.0214478824254822,-0.00150217300180078,0.0130779135898909,-0.00440588016328114,-0.00171277542619563,-0.0552190769518859,-0.0148879699856046,-0.00792793487496368,0.0325341235944265,0.0334159969198442,-0.0173679846235117
"8",2021-11-04,-0.000580985201219519,0.00665503555992775,-0.0180787002859333,0.0126517114697888,-0.00637336534285815,-0.00346937260254965,0.00362976805057857,0.00970265323690711,0.00468475501596721,0.00967932620877132,0.0137750776106129,-0.00202385918525749,0.00765662231032316,0.0117002466671416,0.0297839319007105,0.0288425866710211,-0.019052847962219,-0.0146872838445731,-0.0242252122829036,0.0041297993798759,0.0103208179829783,0.0128668596421013,-0.0489613123566217,-0.0366759133539647,0.00084815119804027,0.0103399138314204,0.00282196873520757,-0.000139857193105719,0.0159362647999961,-0.069274125883406,0.00459117504905127,0.0187202627756147,0.00282196873520757,0.00168162419664686,0.00033342595474295,-0.00034303199452701,-0.000305532702463474,0.0552200568394321,0.0145230965320398,0.00825116788875846,0.00283688133520066,0.00729752691185315,0.00646149913152616,0.0106793088510386,0.00761375716152735,-0.00244781009992234,0.00332326981553255,-0.0642699845305197,-0.0417857032762043,0.00628379596899276,0.00472814119594567,0.0180185055026785
"9",2021-11-09,-0.00285871552573358,-0.00857491105657227,-0.0167009991787221,-0.00304357657435173,-0.000110564431535565,-0.00328827479340887,-0.00180668522494898,-0.00183463544703866,0.00947215648150213,0.00858205471630669,-0.00196795477922151,-0.0244541260667388,0.00425973498455701,-0.00653142299509613,0.00244363606711939,0.00399626522899688,0.135822344371078,-0.016048209193622,-0.00927611103600334,-0.000441079180862225,-0.00324612373599287,-0.00394879202985354,0.0229473491579031,0.00552705710214596,-0.004417110130293,-0.00680439751636097,-0.00634769553292802,-0.00874817358180735,-0.00742491562478786,0.0260249533964201,0.00355618165028071,-0.00463387723574282,-0.00634769553292802,-0.00259170626053251,-0.00473178324401502,0.002187616234961,0.00193864363629981,-0.00880990317101915,-0.00127290569366334,-0.00970009402057492,-0.00141743468097388,-0.0164060353871092,-0.033248616081976,0.00917353022849632,0.00683681586035778,0.00361130568322388,0.0138270255229704,0.0236225954025224,0.01374422938202,0.000379674749862335,0.0138570346614255,0.0194213230826046
"10",2021-11-10,-0.00610204143694304,0.00423947928012636,-0.0151063400352958,0.00709502385060379,-0.0101128827637043,0.00438196793925005,0,-0.00337060537554024,-0.012770665646098,-0.017297796571893,-0.00618684102845712,-0.00917476168495313,-0.00576625748642634,0.0140687835199116,0.0199844342395243,0.0249703700637474,-0.00650471013617793,-0.0208851199800737,-0.0299149259350688,0.00161634007711964,0.00363495142542281,0.00481881963560671,-0.00458317673066699,-0.00331256711143224,0.00281443811122495,-0.00882076316369051,-0.00895808085429461,0.0166182258199141,-0.00788078975124851,0.00265936801235878,-0.0198574880445088,-0.00971064582589865,-0.00895808085429461,-0.00332753058594459,0.0120602273084121,0.00763274204034037,-0.0124239026074688,-0.0557705617695481,-0.0135970095830391,-0.00906624523775346,-0.00426439878645724,0.00524935588614373,0.0170430617502406,-0.0263218105044718,-0.00915156140544759,0.00998158804264548,0.0161448304275815,0.0225373194002474,-0.0207454248410031,-0.00800359986052213,-0.00459770924862823,-0.0704444303971847
